name,country_code,subdivision,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
's-Gravenzande,NL,,NLGRZ,GRZ,'s-Gravenzande,5200N 00410E,52.0017,4.1653,Europe/Amsterdam,2017-10-17
's-Hertogenbosch,NL,,NLHTB,HTB,'s-Hertogenbosch,5142N 00519E,51.6992,5.3042,Europe/Amsterdam,2020-01-13
Aachen,DE,,DEAAH,AAH,Aachen,,50.7766,6.0834,Europe/Berlin,2014-05-11
Aalborg,DK,,DKAAL,AAL,Aalborg,,57.0480,9.9187,Europe/Copenhagen,2019-09-05
Aalen,DE,,DEAAL,AAL,Aalen,,48.8378,10.0933,Europe/Berlin,2014-05-09
Aalsmeer,NL,,NLAAM,AAM,Aalsmeer,,52.2592,4.7597,Europe/Amsterdam,2017-10-17
Aalst,BE,,BEAAB,AAB,Aalst,5056N 00402E,50.9360,4.0355,Europe/Brussels,2020-06-01
Aalten,NL,,NLLTE,LTE,Aalten,,51.9250,6.5806,Europe/Amsterdam,2017-10-17
Aalter,BE,,BEAAL,AAL,Aalter,5105N 00327E,51.0902,3.4469,Europe/Brussels,2019-01-17
Aarschot,BE,,BEAAS,AAS,Aarschot,5059N 00450E,50.9871,4.8369,Europe/Brussels,2012-01-18
Aba,NG,,NGQAX,QAX,Aba,0507N 00722E,5.1066,7.3667,Africa/Lagos,2020-06-29
Abadan,IR,,IRABD,ABD,Abadan,,30.3392,48.3043,Asia/Tehran,2019-09-05
Abadeh,IR,,IRJBD,JBD,Abadeh,3002N 05232E,31.1608,52.6506,Asia/Tehran,2020-06-30
Abaetetuba,BR,,BRATB,ATB,Abaetetuba,0142S 04854W,-1.7181,-48.8825,America/Belem,2012-08-03
Abaeté,BR,,BRABT,ABT,Abaete,1909S 04527W,-19.1600,-45.4458,America/Sao_Paulo,2012-08-03
Abakaliki,NG,,NGABA,ABA,Abakaliki,0620N 08600E,6.3248,8.1137,Africa/Lagos,2016-01-30
Abakan,RU,,RUABA,ABA,Abakan,5342N 09125E,53.7156,91.4292,Asia/Krasnoyarsk,2019-09-05
Abancay,PE,,PEAB4,AB4,Abancay,1338S 07252W,-13.6339,-72.8814,America/Lima,2020-07-01
Abano Terme,IT,,ITAOM,AOM,Abano Terme,4521N 01147E,45.3575,11.7873,Europe/Rome,2014-04-13
Abashiri,JP,,JPABA,ABA,Abashiri,,44.0213,144.2697,Asia/Tokyo,2018-05-06
Abasolo,MX,,MXASO,ASO,Abasolo,,20.4500,-101.5307,America/Mexico_City,2018-11-03
Abbeville,FR,,FRABB,ABB,Abbeville,5006N 00150E,50.1052,1.8355,Europe/Paris,2019-04-10
Abbiategrasso,IT,,ITATR,ATR,Abbiategrasso,4524N 00854E,45.3982,8.9168,Europe/Rome,2014-01-16
Abbotsford,CA,,CAABB,ABB,Abbotsford,,49.0580,-122.2526,America/Vancouver,2019-02-26
Abbottabad,PK,,PKAAW,AAW,Abbottabad,,34.1463,73.2117,Asia/Karachi,2020-07-01
Abdulino,RU,,RUABD,ABD,Abdulino,5342N 05340E,53.7000,53.6667,Asia/Yekaterinburg,2019-09-05
Abengourou,CI,,CIOGO,OGO,Abengourou,,6.7297,-3.4964,Africa/Abidjan,2016-05-21
Abeokuta,NG,,NGAKA,AKA,Abeokuta,0709N 00320E,7.1557,3.3451,Africa/Lagos,2016-01-30
Aberdare,GB,,GBABE,ABE,Aberdare,,51.7144,-3.4492,Europe/London,2020-06-20
Aberdeen,GB,,GBABD,ABD,Aberdeen,5708N 00206W,57.1437,-2.0981,Europe/London,2020-07-01
Aberdeen,US,,USAB3,AB3,Aberdeen,4023N 07415W,39.5096,-76.1641,America/New_York,2017-09-24
Aberdeen,US,,USABK,ABK,Aberdeen,3715N 08641W,39.5096,-76.1641,America/New_York,2017-09-24
Aberdeen,US,,USAEK,AEK,Aberdeen,3349N 08833W,39.5096,-76.1641,America/New_York,2017-09-24
Aberdeen,US,,USAHD,AHD,Aberdeen,3839N 08345W,39.5096,-76.1641,America/New_York,2017-09-24
Aberdeen,US,,USAPD,APD,Aberdeen,4256N 11250W,39.5096,-76.1641,America/New_York,2017-09-24
Aberdeen,US,,USUAE,UAE,Aberdeen,,39.5096,-76.1641,America/New_York,2017-09-24
Aberdeen,US,,USXBA,XBA,Aberdeen,,39.5096,-76.1641,America/New_York,2017-09-24
Abergele,GB,,GBAEE,AEE,Abergele,5317N 00335W,53.2844,-3.5822,Europe/London,2011-03-03
Aberystwyth,GB,,GBAYW,AYW,Aberystwyth,5225N 00405W,52.4155,-4.0829,Europe/London,2020-06-14
Abha,SA,,SAAHB,AHB,Abha,,18.2164,42.5053,Asia/Riyadh,2018-05-07
Abhar,IR,,IRABR,ABR,Abhar,3608N 04913E,36.1468,49.2180,Asia/Tehran,2017-08-01
Abidjan,CI,,CIABJ,ABJ,Abidjan,0520N 00401W,5.3544,-4.0017,Africa/Abidjan,2020-07-02
Abiko,JP,,JPAKC,AKC,Abiko,3552N 14002E,35.8667,140.0167,Asia/Tokyo,2018-05-09
Abilene,US,,USABZ,ABZ,Abilene,,32.4487,-99.7331,America/Chicago,2019-09-05
Abingdon,GB,,GBAGN,AGN,Abingdon,,51.6711,-1.2828,Europe/London,2018-07-03
Abington,US,,USAP3,AP3,Abington,4007N 07507W,42.1048,-70.9453,America/New_York,2017-05-23
Abinsk,RU,,RUABK,ABK,Abinsk,4452N 03809E,44.8680,38.1573,Europe/Moscow,2019-09-05
Abohar,IN,,INABH,ABH,Abohar,3009N 07411E,30.1445,74.1955,Asia/Kolkata,2015-02-06
Aboisso,CI,,CIABO,ABO,Aboisso,0528N 00312W,5.4678,-3.2071,Africa/Abidjan,2016-05-18
Abomey-Calavi,BJ,,BJAMV,AMV,Abomey-Calavi,0627N 00221E,6.4485,2.3557,Africa/Porto-Novo,2018-02-26
Abony,HU,,HUABO,ABO,Abony,4711N 02000E,47.1899,20.0048,Europe/Budapest,2012-01-18
Abovyan,AM,,AMABO,ABO,Abovyan,4016N 04447E,40.2737,44.6335,Asia/Yerevan,2016-04-10
Abqaiq,SA,,SAABQ,ABQ,Abqaiq,2556N 04940E,25.9340,49.6688,Asia/Riyadh,2017-10-03
Abreu e Lima,BR,,BRALM,ALM,Abreu e Lima,0757S 03453W,-7.9117,-34.9028,America/Recife,2012-08-03
Abu Dhabi,AE,,AEAUH,AUH,Abu Dhabi,2428N 05422E,24.4512,54.3970,Asia/Dubai,2019-09-05
Abuja,NG,,NGABV,ABV,Abuja,,9.0579,7.4951,Africa/Lagos,2019-09-05
Abéché,TD,,TDAEH,AEH,Abeche,1349N 02049E,13.8292,20.8324,Africa/Ndjamena,2019-09-05
Acacías,CO,,COAAS,AAS,Acacias,0359N 07345W,3.9870,-73.7580,America/Bogota,2018-08-08
Acajete,MX,,MXACE,ACE,Acajete,1906N 09757W,19.1115,-97.9523,America/Mexico_City,2018-11-03
Acajete,MX,,MXJJT,JJT,Acajete,1935N 09700W,19.1115,-97.9523,America/Mexico_City,2018-11-03
Acajutla,SV,,SVAQJ,AQJ,Acajutla,,13.5928,-89.8275,America/El_Salvador,2012-01-18
Acaponeta,MX,,MXACP,ACP,Acaponeta,2230N 10522W,22.4940,-105.3637,America/Mazatlan,2018-11-03
Acarigua,VE,,VEAGV,AGV,Acarigua,,9.5545,-69.1956,America/Caracas,2012-10-18
Acatlán de Osorio,MX,,MXADO,ADO,Acatlan de Osorio,1812N 09803W,18.2025,-98.0486,America/Mexico_City,2018-11-03
Acatzingo,MX,,MXJCZ,JCZ,Acatzingo,1858N 09746W,18.9820,-97.7836,America/Mexico_City,2018-11-03
Accra,GH,,GHACC,ACC,Accra,,5.5560,-0.1969,Africa/Accra,2019-12-05
Accrington,GB,,GBACR,ACR,Accrington,,53.7538,-2.3586,Europe/London,2010-05-24
Acerra,IT,,ITARR,ARR,Acerra,4057N 01422E,40.9448,14.3714,Europe/Rome,2015-08-20
Achern,DE,,DEACH,ACH,Achern,,48.6311,8.0761,Europe/Berlin,2013-02-16
Achim,DE,,DEACM,ACM,Achim,5302N 00901E,53.0142,9.0263,Europe/Berlin,2011-03-15
Achim,DE,,DEACW,ACW,Achim,5204N 01036E,53.0142,9.0263,Europe/Berlin,2011-03-15
Achinsk,RU,,RUACS,ACS,Achinsk,,56.2694,90.4993,Asia/Krasnoyarsk,2019-09-05
Achères,FR,,FRACH,ACH,Acheres,4858N 00204E,48.9612,2.0688,Europe/Paris,2016-02-18
Aci Castello,IT,,ITACL,ACL,Aci Castello,3733N 01508E,37.5556,15.1454,Europe/Rome,2014-04-13
Acireale,IT,,ITACR,ACR,Acireale,,37.6089,15.1658,Europe/Rome,2015-08-20
Acquaviva delle Fonti,IT,,ITADF,ADF,Acquaviva delle Fonti,4054N 01650E,40.8970,16.8433,Europe/Rome,2014-04-13
Acqui Terme,IT,,ITACI,ACI,Acqui Terme,4441N 00828E,44.6755,8.4693,Europe/Rome,2019-09-27
Acre,IL,,ILACR,ACR,Acre,,32.9281,35.0765,Asia/Jerusalem,2018-12-05
Acton,GB,,GBACN,ACN,Acton,,51.5090,-0.2762,Europe/London,2010-09-22
Acton,US,,US8ON,8ON,Acton,4332N 07054W,42.4851,-71.4328,America/New_York,2017-05-23
Acton,US,,USAXJ,AXJ,Acton,3428N 11811W,42.4851,-71.4328,America/New_York,2017-05-23
Acton,US,,UST5C,T5C,Acton,3939N 08558W,42.4851,-71.4328,America/New_York,2017-05-23
Acton,US,,USTZO,TZO,Acton,3226N 09741W,42.4851,-71.4328,America/New_York,2017-05-23
Actopan,MX,,MXJCP,JCP,Actopan,2016N 09856W,20.2696,-98.9438,America/Mexico_City,2018-11-03
Acworth,US,,US6WT,6WT,Acworth,4313N 07217W,34.0663,-84.6784,America/New_York,2017-03-09
Ada,US,,USADZ,ADZ,Ada,,34.7745,-96.6783,America/Chicago,2017-03-09
Ada,US,,USAJJ,AJJ,Ada,4046N 08349W,34.7745,-96.6783,America/Chicago,2017-03-09
Ada,US,,USDD2,DD2,Ada,4718N 09631W,34.7745,-96.6783,America/Chicago,2017-03-09
Adamantina,BR,,BRAMT,AMT,Adamantina,2141S 05104W,-21.6853,-51.0725,America/Sao_Paulo,2012-08-03
Adana,TR,,TRADA,ADA,Adana,,36.9862,35.3253,Europe/Istanbul,2020-01-08
Addis Ababa,ET,,ETADD,ADD,Addis Ababa,,9.0250,38.7469,Africa/Addis_Ababa,2020-05-28
Addison,US,,USADS,ADS,Addison,,32.9618,-96.8292,America/Chicago,2017-03-09
Addison,US,,USADX,ADX,Addison,,32.9618,-96.8292,America/Chicago,2017-03-09
Addison,US,,USIAB,IAB,Addison,4437N 06745W,32.9618,-96.8292,America/Chicago,2017-03-09
Addison,US,,USQDS,QDS,Addison,3944N 07920W,32.9618,-96.8292,America/Chicago,2017-03-09
Addison,US,,USXDS,XDS,Addison,4206N 07714W,32.9618,-96.8292,America/Chicago,2017-03-09
Addison,US,,USYAI,YAI,Addison,4159N 08421W,32.9618,-96.8292,America/Chicago,2017-03-09
Adeje,ES,,ESAEJ,AEJ,Adeje,2807N 01643W,28.1227,-16.7260,Atlantic/Canary,2012-03-04
Adelaide,AU,,AUADL,ADL,Adelaide,3455S 13835E,-34.9287,138.5986,Australia/Adelaide,2020-06-19
Adelfia,IT,,ITB7A,B7A,Adelfia,4100N 01652E,41.0033,16.8721,Europe/Rome,2014-04-13
Aden,YE,,YEADE,ADE,Aden,,12.7794,45.0367,Asia/Aden,2020-06-11
Adjud,RO,,ROADJ,ADJ,Adjud,4606N 02710E,46.1000,27.1667,Europe/Bucharest,2016-02-07
Adra,ES,,ESADR,ADR,Adra,3645N 00301W,36.7483,-3.0208,Europe/Madrid,2019-10-14
Adrano,IT,,ITZCF,ZCF,Adrano,3740N 01450E,37.6636,14.8328,Europe/Rome,2015-08-10
Adrar,DZ,,DZAZR,AZR,Adrar,2752N 00017W,27.8743,-0.2939,Africa/Algiers,2016-01-30
Adrian,US,,US5AN,5AN,Adrian,3516N 10239W,41.8976,-84.0372,America/Detroit,2017-05-23
Adrian,US,,USAD9,AD9,Adrian,4053N 07932W,41.8976,-84.0372,America/Detroit,2017-05-23
Adrian,US,,USAI4,AI4,Adrian,4338N 09555W,41.8976,-84.0372,America/Detroit,2017-05-23
Adrian,US,,USAQA,AQA,Adrian,4105N 08319W,41.8976,-84.0372,America/Detroit,2017-05-23
Adrian,US,,USAR8,AR8,Adrian,3854N 08016W,41.8976,-84.0372,America/Detroit,2017-05-23
Adrian,US,,USDIA,DIA,Adrian,4356N 09036W,41.8976,-84.0372,America/Detroit,2017-05-23
Adrian,US,,USUAO,UAO,Adrian,,41.8976,-84.0372,America/Detroit,2017-05-23
Adwick le Street,GB,,GBAKS,AKS,Adwick le Street,5334N 00111W,53.5708,-1.1845,Europe/London,2017-06-12
Adzopé,CI,,CIADZ,ADZ,Adzope,0606N 00351W,6.1069,-3.8619,Africa/Abidjan,2016-12-03
Afogados da Ingazeira,BR,,BRADI,ADI,Afogados da Ingazeira,0744S 03738W,-7.7508,-37.6392,America/Recife,2012-08-03
Afragola,IT,,ITAFR,AFR,Afragola,,40.9230,14.3094,Europe/Rome,2015-08-25
Afula,IL,,ILAFU,AFU,Afula,3236N 03517E,32.6091,35.2892,Asia/Jerusalem,2017-07-03
Agadir,MA,,MAAGA,AGA,Agadir,,30.4202,-9.5982,Africa/Casablanca,2019-05-09
Agartala,IN,,INIXA,IXA,Agartala,,23.8361,91.2794,Asia/Kolkata,2014-10-14
Agboville,CI,,CIAGB,AGB,Agboville,0556N 00413W,5.9280,-4.2132,Africa/Abidjan,2016-05-18
Agde,FR,,FRAGD,AGD,Agde,4319N 00328E,43.3108,3.4758,Europe/Paris,2019-03-12
Agen,FR,,FRAGF,AGF,Agen,4412N 00037E,44.2020,0.6206,Europe/Paris,2020-01-08
Aghajari,IR,,IRAKW,AKW,Aghajari,3730N 04558E,30.7006,49.8315,Asia/Tehran,2013-05-08
Aginskoye,RU,,RUAGI,AGI,Aginskoye,,51.1000,114.5300,Asia/Chita,2016-11-29
Agios Ioannis Rentis,GR,,GRGRA,GRA,Agios Ioannis Rentis,3757N 02340E,37.9649,23.6651,Europe/Athens,2019-10-23
Agoo,PH,,PHAOO,AOO,Agoo,1619N 12022E,16.0833,120.1000,Asia/Manila,2017-12-13
Agra,IN,,INAGR,AGR,Agra,,27.1833,78.0167,Asia/Kolkata,2016-10-17
Agrigento,IT,,ITAGR,AGR,Agrigento,3719N 01334E,37.3107,13.5766,Europe/Rome,2015-07-12
Agropoli,IT,,ITAGP,AGP,Agropoli,4021N 01459E,40.3492,14.9907,Europe/Rome,2015-07-21
Agua Dulce,MX,,MXAGD,AGD,Agua Dulce,2953N 11453W,18.1391,-94.1453,America/Mexico_City,2018-11-03
Agua Prieta,MX,,MXAPR,APR,Agua Prieta,3118N 10934W,31.3307,-109.5488,America/Hermosillo,2016-12-10
Aguachica,CO,,COAGC,AGC,Aguachica,0818N 07337W,8.3084,-73.6166,America/Bogota,2019-12-08
Aguadas,CO,,COAGU,AGU,Aguadas,0536N 07527W,5.6116,-75.4562,America/Bogota,2018-07-04
Aguadilla,PR,,PRBQN,BQN,Aguadilla,,18.4275,-67.1541,America/Puerto_Rico,2017-06-29
Aguascalientes,MX,,MXAGU,AGU,Aguascalientes,2153N 10218W,21.8823,-102.2826,America/Mexico_City,2018-11-03
Agudos,BR,,BRAGD,AGD,Agudos,2228S 04900W,-22.4692,-48.9875,America/Sao_Paulo,2012-08-03
Aguilares,AR,,ARAGS,AGS,Aguilares,2726S 06537W,-27.4338,-65.6143,America/Argentina/Tucuman,2016-01-30
Aguilares,SV,,SVEZA,EZA,Aguilares,1357N 08911W,13.9572,-89.1897,America/El_Salvador,2012-02-02
Agía Varvára,GR,,GRV6V,V6V,Agia Varvara,4029N 02214E,37.9894,23.6601,Europe/Athens,2019-10-23
Agüimes,ES,,ESAGS,AGS,Aguimes,2754N 01527W,27.9054,-15.4461,Atlantic/Canary,2013-07-29
Ahar,IR,,IRAHR,AHR,Ahar,3828N 04703E,38.4774,47.0699,Asia/Tehran,2014-09-04
Ahaus,DE,,DEAHA,AHA,Ahaus,,52.0794,7.0134,Europe/Berlin,2015-09-04
Ahlen,DE,,DEAHL,AHL,Ahlen,5145N 00755E,51.7634,7.8887,Europe/Berlin,2015-09-04
Ahmedabad,IN,,INAMD,AMD,Ahmedabad,2302N 07237E,23.0258,72.5873,Asia/Kolkata,2019-09-05
Ahrensburg,DE,,DEAHR,AHR,Ahrensburg,,53.6752,10.2259,Europe/Berlin,2015-09-04
Ahuachapán,SV,,SVACN,ACN,Ahuachapan,1355N 08951W,13.9214,-89.8450,America/El_Salvador,2018-03-17
Aichach,DE,,DEAIC,AIC,Aichach,,48.4575,11.1341,Europe/Berlin,2019-09-05
Ain Sukhna,EG,,EGAIS,AIS,Ain Sukhna,,29.6002,32.3167,Africa/Cairo,2016-09-20
Aioi,JP,,JPAIO,AIO,Aioi,3447N 13428E,34.8036,134.4681,Asia/Tokyo,2017-08-07
Airdrie,CA,,CAAIR,AIR,Airdrie,5117N 11401W,51.3001,-114.0353,America/Edmonton,2008-04-11
Airdrie,GB,,GBAIR,AIR,Airdrie,5551N 00359W,55.8660,-3.9802,Europe/London,2017-06-12
Aiud,RO,,ROAID,AID,Aiud,4618N 02343E,46.3101,23.7213,Europe/Bucharest,2012-06-12
Aix-en-Provence,FR,,FRQXB,QXB,Aix-en-Provence,4332N 00526E,43.5283,5.4497,Europe/Paris,2019-02-27
Aix-les-Bains,FR,,FRAXB,AXB,Aix-les-Bains,4541N 00555E,45.6917,5.9086,Europe/Paris,2020-03-15
Aizawl,IN,,INAJL,AJL,Aizawl,,23.7289,92.7179,Asia/Kolkata,2014-10-14
Ajaccio,FR,,FRAJA,AJA,Ajaccio,4156N 00844E,41.9189,8.7381,Europe/Paris,2019-09-05
Ajaokuta,NG,,NGQJK,QJK,Ajaokuta,0734N 00640E,7.5623,6.6550,Africa/Lagos,2016-01-30
Ajax,CA,,CAAJX,AJX,Ajax,,43.8501,-79.0329,America/Toronto,2011-12-30
Ajdabiya,LY,,LYQGG,QGG,Ajdabiya,3045N 02013E,30.7554,20.2263,Africa/Tripoli,2019-09-05
Ajka,HU,,HUAJK,AJK,Ajka,4706N 01734E,47.1020,17.5589,Europe/Budapest,2015-06-17
Ajmer,IN,,INAJI,AJI,Ajmer,2627N 07438E,26.4521,74.6387,Asia/Kolkata,2017-08-23
Akashi,JP,,JPAKA,AKA,Akashi,,34.6552,135.0069,Asia/Tokyo,2017-07-28
Akhtubinsk,RU,,RUABS,ABS,Akhtubinsk,,48.2796,46.1722,Europe/Astrakhan,2016-12-03
Akita,JP,,JPAXT,AXT,Akita,,39.7167,140.1167,Asia/Tokyo,2018-07-23
Akola,IN,,INAKD,AKD,Akola,,20.7096,76.9981,Asia/Kolkata,2017-03-18
Akouda,TN,,TNAKO,AKO,Akouda,3552N 01034E,35.8691,10.5653,Africa/Tunis,2018-08-05
Akron,US,,USAK5,AK5,Akron,4249N 09633W,41.0814,-81.5190,America/New_York,2017-05-23
Akron,US,,USAKA,AKA,Akron,4334N 08331W,41.0814,-81.5190,America/New_York,2017-05-23
Akron,US,,USAKC,AKC,Akron,4102N 08602W,41.0814,-81.5190,America/New_York,2017-05-23
Akron,US,,USAKO,AKO,Akron,,41.0814,-81.5190,America/New_York,2017-05-23
Akron,US,,USAKR,AKR,Akron,,41.0814,-81.5190,America/New_York,2017-05-23
Akron,US,,USARN,ARN,Akron,,41.0814,-81.5190,America/New_York,2017-05-23
Aksaray,TR,,TRAKS,AKS,Aksaray,,38.3725,34.0254,Europe/Istanbul,2019-09-05
Aksaray,TR,,TRARY,ARY,Aksaray,,38.3725,34.0254,Europe/Istanbul,2019-09-05
Aksay,RU,,RUAKS,AKS,Aksay,4715N 03953E,47.2584,39.8668,Europe/Moscow,2013-05-07
Aksu,CN,,CNAKU,AKU,Aksu,3840N 07540E,41.1842,80.2792,Asia/Urumqi,2017-07-21
Aktobe,KZ,,KZABE,ABE,Aktobe,,50.2797,57.2072,Asia/Aqtobe,2019-09-19
Akune,JP,,JPAKN,AKN,Akune,,32.0167,130.2000,Asia/Tokyo,2017-07-22
Akure,NG,,NGAKR,AKR,Akure,,7.2526,5.1931,Africa/Lagos,2016-01-30
Akureyri,IS,,ISAKU,AKU,Akureyri,,65.6835,-18.0878,Atlantic/Reykjavik,2019-09-05
Akçakoca,TR,,TRKKC,KKC,Akcakoca,4105N 03106E,41.0866,31.1162,Europe/Istanbul,2020-06-10
Al Aaroui,MA,,MAAAR,AAR,Al Aaroui,3500N 00301W,35.0109,-3.0094,Africa/Casablanca,2017-12-06
Al Bahah,SA,,SABAH,BAH,Al Bahah,2001N 04128E,20.0129,41.4677,Asia/Riyadh,2019-02-10
Al Hoceïma,MA,,MAAHU,AHU,Al Hoceima,3515N 00356W,35.2516,-3.9372,Africa/Casablanca,2016-11-03
Al Kharj,SA,,SAAKH,AKH,Al Kharj,2408N 04718E,24.1554,47.3346,Asia/Riyadh,2017-09-13
Al Khums,LY,,LYKHO,KHO,Al Khums,3239N 01416E,32.6486,14.2619,Africa/Tripoli,2019-09-05
Al Marj,LY,,LYQEC,QEC,Al Marj,3230N 02049E,32.4926,20.8291,Africa/Tripoli,2018-04-05
Al Marsá,TN,,TNTZE,TZE,Al Marsa,3653N 01020E,36.8782,10.3247,Africa/Tunis,2018-08-30
Al Wakrah,QA,,QAWAK,WAK,Al Wakrah,2510N 05136E,25.1715,51.6034,Asia/Qatar,2012-01-18
Alabel,PH,,PHAEL,AEL,Alabel,6522N 12516E,6.1018,125.2905,Asia/Manila,2018-01-14
Alagoinhas,BR,,BRAGS,AGS,Alagoinhas,1208S 03825W,-12.1356,-38.4192,America/Bahia,2012-08-03
Alajuela,CR,,CRAJU,AJU,Alajuela,1001N 08413W,10.0162,-84.2116,America/Costa_Rica,2016-09-07
Alaminos,PH,,PHALM,ALM,Alaminos,1609N 11958E,14.0639,121.2465,Asia/Manila,2017-12-13
Alamo,US,,USAM8,AM8,Alamo,3721N 11509W,26.1837,-98.1231,America/Chicago,2017-03-09
Alamo,US,,USAMT,AMT,Alamo,,26.1837,-98.1231,America/Chicago,2017-03-09
Alamo,US,,USUBB,UBB,Alamo,,26.1837,-98.1231,America/Chicago,2017-03-09
Alba,IT,,ITLBA,LBA,Alba,4442N 00801E,44.6999,8.0347,Europe/Rome,2014-01-11
Alba Iulia,RO,,ROALI,ALI,Alba Iulia,4604N 02334E,46.0667,23.5833,Europe/Bucharest,2020-06-10
Albacete,ES,,ESALB,ALB,Albacete,3859N 00152W,38.9942,-1.8564,Europe/Madrid,2020-05-15
Albal,ES,,ESAJB,AJB,Albal,,39.4000,-0.4167,Europe/Madrid,2012-03-04
Albano Laziale,IT,,ITABL,ABL,Albano Laziale,4144N 01239E,41.7275,12.6590,Europe/Rome,2015-07-21
Albany,AU,,AUALH,ALH,Albany,,-35.0269,117.8837,Australia/Perth,2019-07-21
Albany,US,,US5BN,5BN,Albany,4014N 09419W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USA7Y,A7Y,Albany,3030N 09035W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAB2,AB2,Albany,4111N 10608W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAB5,AB5,Albany,4018N 08515W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAJB,AJB,Albany,4147N 09013W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAL2,AL2,Albany,4537N 09434W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAY9,AY9,Albany,3641N 08508W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAYW,AYW,Albany,4242N 08926W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USAYX,AYX,Albany,4443N 07222W,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USUBA,UBA,Albany,,31.5785,-84.1557,America/New_York,2017-03-09
Albany,US,,USUBE,UBE,Albany,,31.5785,-84.1557,America/New_York,2017-03-09
Albany Creek,AU,,AUACK,ACK,Albany Creek,2721S 15259E,-27.3536,152.9685,Australia/Brisbane,2019-07-18
Albardón,AR,,ARALN,ALN,Albardon,3126S 06831W,-31.4372,-68.5256,America/Argentina/San_Juan,2015-04-22
Albenga,IT,,ITALL,ALL,Albenga,,44.0500,8.2183,Europe/Rome,2014-01-11
Alberton,ZA,,ZAABT,ABT,Alberton,2615S 02807E,-26.2679,28.1223,Africa/Johannesburg,2017-12-06
Albertslund,DK,,DKABT,ABT,Albertslund,,55.6569,12.3638,Europe/Copenhagen,2017-10-18
Albertville,FR,,FRATV,ATV,Albertville,,45.6745,6.3906,Europe/Paris,2019-09-05
Albertville,US,,USALV,ALV,Albertville,,34.2678,-86.2088,America/Chicago,2017-04-08
Albi,FR,,FRBBI,BBI,Albi,4356N 00209E,43.9298,2.1480,Europe/Paris,2016-02-18
Albignasego,IT,,ITABG,ABG,Albignasego,4520N 01151E,45.3471,11.8678,Europe/Rome,2015-07-20
Alblasserdam,NL,,NLABL,ABL,Alblasserdam,,51.8658,4.6611,Europe/Amsterdam,2018-09-06
Albolote,ES,,ESACB,ACB,Albolote,,37.2309,-3.6551,Europe/Madrid,2012-03-04
Alboraya,ES,,ESALR,ALR,Alboraya,,39.5000,-0.3500,Europe/Madrid,2012-03-04
Albstadt,DE,,DEALB,ALB,Albstadt,,48.2164,9.0260,Europe/Berlin,2019-09-05
Albufeira,PT,,PTABF,ABF,Albufeira,3705N 00815W,37.0882,-8.2503,Europe/Lisbon,2015-11-13
Alcabideche,PT,,PTACB,ACB,Alcabideche,3844N 00925W,38.7337,-9.4093,Europe/Lisbon,2012-01-17
Alcalde Díaz,PA,,PAADZ,ADZ,Alcalde Diaz,0907N 07933W,9.1202,-79.5564,America/Panama,2017-08-16
Alcalá de Guadaira,ES,,ESAKG,AKG,Alcala de Guadaira,3720N 00550W,37.3379,-5.8395,Europe/Madrid,2012-01-19
Alcalá de Henares,ES,,ESACL,ACL,Alcala de Henares,4029N 00322W,40.4821,-3.3600,Europe/Madrid,2019-09-05
Alcalá la Real,ES,,ESAKA,AKA,Alcala la Real,3728N 00356W,37.4614,-3.9230,Europe/Madrid,2012-08-13
Alcamo,IT,,ITALC,ALC,Alcamo,,37.9779,12.9647,Europe/Rome,2015-07-12
Alcantarilla,ES,,ESAKJ,AKJ,Alcantarilla,,37.9694,-1.2171,Europe/Madrid,2012-03-04
Alcañiz,ES,,ESACZ,ACZ,Alcaniz,4102N 00007W,41.0500,-0.1333,Europe/Madrid,2012-03-04
Alcobaça,PT,,PTALO,ALO,Alcobaca,3933N 00859W,39.5522,-8.9775,Europe/Lisbon,2018-05-23
Alcobendas,ES,,ESABZ,ABZ,Alcobendas,,40.5475,-3.6420,Europe/Madrid,2013-08-24
Alcorcón,ES,,ESACC,ACC,Alcorcon,4021N 00350W,40.3458,-3.8249,Europe/Madrid,2019-09-05
Alcoy,ES,,ESAKF,AKF,Alcoy,,38.7054,-0.4743,Europe/Madrid,2012-03-04
Alcázar de San Juan,ES,,ESAKZ,AKZ,Alcazar de San Juan,3924N 00312W,39.3901,-3.2083,Europe/Madrid,2019-12-15
Aldaia,ES,,ESZBR,ZBR,Aldaia,3927N 00027W,39.4657,-0.4601,Europe/Madrid,2012-03-04
Aldama,MX,,MXALD,ALD,Aldama,2255N 09804W,28.8367,-105.9142,America/Chihuahua,2018-11-03
Aldan,RU,,RUADH,ADH,Aldan,,58.6102,125.3961,Asia/Yakutsk,2019-12-11
Alderetes,AR,,ARADS,ADS,Alderetes,2649S 06508W,-26.8167,-65.1333,America/Argentina/Tucuman,2016-01-30
