name,country_code,subdivision,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Querétaro,MX,QUE,MXQRO,QRO,Santiago de Queretaro,2036N 10024W,20.5881,-100.3881,America/Mexico_City,2013-07-31
Reynosa,MX,TAM,MXREX,REX,General Lucio Blanco International Airport,2605N 09817W,26.0089,-98.2285,America/Matamoros,2016-11-29
Noh-Bec,MX,ROO,MXROO,ROO,Estado de Quintana Roo,1905N 08811W,19.6667,-88.2500,America/Cancun,2015-03-07
San Andres Huaxpaltepec,MX,OAX,MXSAH,SAH,Secretaria de Asentamientos Humanos y Obras Publicas,1619N 09756W,18.5189,-88.2929,America/Cancun,2016-11-24
Santa Cruz Tecamac,MX,MEX,MXSCT,SCT,Ninguno [Campamento de la SCT],1942N 09858W,27.3233,-112.2497,America/Mazatlan,2014-04-11
Salina Cruz,MX,OAX,MXSCX,SCX,Salina Cruz,1610N 09511W,16.1754,-95.1942,America/Mexico_City,2018-11-03
San Francisco de Asis,MX,DUR,MXSFA,SFA,Instituto de Seguridad Social Para Las Fuerzas Armadas Mexicana,2529N 10453W,19.2782,-99.1623,America/Mexico_City,2017-06-08
San Felipe,MX,BCS,MXSFH,SFH,San Felipe International Airport,,30.9302,-114.8090,America/Tijuana,2016-04-26
San Ignacio,MX,,MXSGM,SGM,San Ignacio Airfield,,27.2970,-112.9387,America/Mazatlan,2015-06-22
San Jose Cabo,MX,,MXSJD,SJD,San Jose del Cabo,,23.0589,-109.6977,America/Mazatlan,2018-11-03
San Luis Potosí,MX,SLP,MXSLP,SLP,Estado de San Luis Potosi,2209N 10059W,22.5000,-100.5000,America/Monterrey,2012-06-06
Saltillo,MX,COA,MXSLW,SLW,Saltillo,2525N 10100W,25.4232,-101.0053,America/Monterrey,2018-11-03
San Miguel el Alto,MX,JAL,MXSME,SME,Sindicato Mexicano de Electricistas Ocotepec,2101N 10224W,18.9633,-99.2143,America/Mexico_City,2016-08-05
San Martin Texmelucan,MX,PUE,MXSMT,SMT,Tzeme,1916N 09826W,20.9156,-90.0230,America/Merida,2019-07-30
San Quintin,MX,,MXSNQ,SNQ,San Quintin,,30.5723,-115.9461,America/Tijuana,2018-11-14
San Nicolás Tolentino,MX,SLP,MXSNT,SNT,Seccion V SNTE (Los Prado),2215N 10035W,26.9833,-101.3589,America/Monterrey,2014-04-12
San Martin Obispo,MX,MEX,MXSOB,SOB,CRISOBA Industrial (CEPAMISA),1931N 10004W,19.6500,-101.2656,America/Mexico_City,2014-04-11
Sonoyta,MX,SON,MXSON,SON,Estado de Sonora,3151N 11251W,29.6667,-110.5000,America/Hermosillo,2015-03-07
Santa Rosalia,MX,BCS,MXSRL,SRL,Santa Rosalia,,27.3405,-112.2676,America/Mazatlan,2020-06-10
Santiago Tulantepec,MX,HID,MXSTU,STU,Sindicato de Trabajadores de la Universidad Nacional Autonoma de Mexico Culhuacan,2002N 09821W,19.3212,-99.1022,America/Mexico_City,2017-06-08
San Cristóbal de las Casas,MX,,MXSZT,SZT,San Cristobal de las Casas,,16.7318,-92.6413,America/Mexico_City,2020-06-10
Chiltepec,MX,TAB,MXTAB,TAB,Estado de Tabasco,1825N 09305W,18.0000,-92.6667,America/Merida,2012-06-06
Tampico,MX,TAM,MXTAM,TAM,Tampico,2215N 09752W,22.2852,-97.8778,America/Monterrey,2020-10-24
Tapachula,MX,CHP,MXTAP,TAP,Tapachula International Airport,1447N 09222W,14.7943,-92.3700,America/Merida,2015-06-22
Tehuacán,MX,,MXTCN,TCN,Tehuacan,1827N 09723W,18.4642,-97.3974,America/Mexico_City,2018-11-03
Teloloapan,MX,GRO,MXTEL,TEL,Area Federal Complejo de Telefonia,1821N 09952W,19.3697,-99.0617,America/Mexico_City,2017-06-08
Tequila,MX,JAL,MXTEQ,TEQ,TEQSA (Las Polleras),2052N 10350W,28.8361,-111.5153,America/Hermosillo,2014-04-11
Tuxtla Gutiérrez,MX,CHP,MXTGZ,TGZ,Tuxtla,1645N 09307W,16.7597,-93.1131,America/Mexico_City,2018-11-03
Tijuana,MX,BCN,MXTIJ,TIJ,Tijuana,3232N 11701W,32.5027,-117.0037,America/Tijuana,2019-09-05
Tingüindín,MX,MIC,MXTIN,TIN,Volca Paricutin,1944N 10230W,19.4932,-102.2513,America/Mexico_City,2010-11-22
Tlalnepantla,MX,MOR,MXTLA,TLA,Estado de Tlaxcala,1902N 09900W,19.4167,-98.1667,America/Mexico_City,2012-06-06
Toluca,MX,MEX,MXTLC,TLC,Toluca,1917N 09940W,19.2879,-99.6532,America/Mexico_City,2018-11-03
Tepic,MX,NAY,MXTPQ,TPQ,Tepic,2130N 10454W,21.5095,-104.8957,America/Mazatlan,2019-02-27
Torreon,MX,COA,MXTRC,TRC,Francisco Sarabia International Airport,,25.5683,-103.4106,America/Monterrey,2015-06-22
Tamuín,MX,,MXTSL,TSL,Tamuin,2159N 09845W,21.5333,-98.1083,America/Mexico_City,2015-06-22
Tulum,MX,,MXTUY,TUY,Tulum Naval Air Station,,20.2273,-87.4382,America/Cancun,2017-11-03
Tizimín,MX,,MXTZM,TZM,Cupul National Airport,2109N 08809W,21.1546,-88.1710,America/Merida,2017-10-29
San Luis Río Colorado,MX,,MXUAC,UAC,San Luis Rio Colorado,3228N 11447W,32.4561,-114.7719,America/Hermosillo,2020-06-10
Uruapan del Progreso,MX,MIC,MXUPN,UPN,Uruapan,1925N 10204W,19.4112,-102.0564,America/Mexico_City,2018-11-03
Veracruz,MX,VER,MXVER,VER,Estado de Veracruz-Llave,1912N 09605W,19.3333,-96.6667,America/Mexico_City,2016-07-19
Villa Constitucion,MX,,MXVIB,VIB,Villa Constitucion Airport,,25.0542,-111.6863,America/Mazatlan,2017-01-11
Villahermosa,MX,TAB,MXVSA,VSA,Villahermosa,1759N 09255W,17.9869,-92.9303,America/Mexico_City,2018-11-03
Xalostoc,MX,MEX,MXXAL,XAL,Alamos Airport,1931N 09905W,27.0333,-108.9500,America/Hermosillo,2016-02-19
Zacatlan,MX,PUE,MXZAC,ZAC,Estado de Zacatecas,1957N 09758W,23.2500,-103.0000,America/Mexico_City,2020-06-05
Zacatecas,MX,ZAC,MXZCL,ZCL,Zacatecas,2247N 10235W,22.7684,-102.5814,America/Mexico_City,2018-11-03
Ixtapa/Zihuatanejo,MX,GRO,MXZIH,ZIH,Ixtapa-Zihuatanejo,1740N 10139W,17.6434,-101.5521,America/Mexico_City,2018-11-03
Manzanillo,MX,COL,MXZLO,ZLO,Manzanillo,1903N 10418W,19.1169,-104.3421,America/Mexico_City,2018-11-03
Zamora,MX,MIC,MXZMM,ZMM,Zamora,1959N 10216W,19.9855,-102.2839,America/Mexico_City,2018-11-03
Alor Setar,MY,,MYAOR,AOR,Alor Setar,,6.1210,100.3601,Asia/Kuala_Lumpur,2012-01-17
Bario,MY,,MYBBN,BBN,Bario,,3.7404,115.4639,Asia/Kuching,2016-04-10
Kota Kinabalu", Sabah,MY,,MYBKI,BKI,Kota Kinabalu,,5.9749,116.0724,Asia/Kuching,2017-07-24
Ba Kelalan,MY,13,MYBKM,BKM,Ba Kelalan,0359N 11537E,3.9861,115.5249,Asia/Kuching,2017-02-01
Belaga", Sarawak,MY,,MYBLG,BLG,Belaga,,2.7000,113.7833,Asia/Kuching,2012-01-17
Sematan", Sarawak,MY,,MYBSE,BSE,Sematan,,1.8000,109.7667,Asia/Kuching,2012-01-17
Bintulu", Sarawak,MY,,MYBTU,BTU,Bintulu Airport,,3.1239,113.0205,Asia/Kuching,2011-03-28
Bagan Luar (Butterworth),MY,,MYBWH,BWH,Butterworth,,5.3991,100.3638,Asia/Kuala_Lumpur,2017-12-17
Long Pasia,MY,,MYGSA,GSA,Long Pasia,0423N 11544E,4.4062,115.7306,Asia/Kuching,2017-08-24
Ipoh,MY,,MYIPH,IPH,Ipoh,,4.5841,101.0829,Asia/Kuala_Lumpur,2015-06-03
Johor Bahru,MY,,MYJHB,JHB,Johor Bahru,,1.4655,103.7578,Asia/Kuala_Lumpur,2012-01-17
Kota Bharu,MY,,MYKBR,KBR,Kota Bharu Airport,,6.1669,102.2930,Asia/Kuala_Lumpur,2016-01-29
Kuching", Sarawak,MY,,MYKCH,KCH,Kuching International Airport,,1.4847,110.3469,Asia/Kuching,2014-05-29
Keningau,MY,,MYKGU,KGU,Keningau Airport,0520N 11610E,5.3575,116.1620,Asia/Kuching,2011-03-17
Kapit", Sarawak,MY,,MYKPI,KPI,Kapit Airport,,2.0170,112.9500,Asia/Kuching,2011-03-17
Kerteh,MY,11,MYKTE,KTE,Kertih,0431N 10327E,4.5141,103.4483,Asia/Kuala_Lumpur,2012-01-17
Kuantan (Tanjong Gelang),MY,,MYKUA,KUA,Kuantan,,3.8077,103.3260,Asia/Kuala_Lumpur,2012-01-17
Kudat", Sabah,MY,,MYKUD,KUD,Kudat,,6.8873,116.8236,Asia/Kuching,2015-08-15
Kuala Lumpur,MY,,MYKUL,KUL,Kuala Lumpur,,3.1431,101.6865,Asia/Kuala_Lumpur,2017-11-29
Pulau Lang Lang,MY,,MYLAC,LAC,Layang-Layang Island Airport,0724N 11350E,7.3716,113.8440,Asia/Kuching,2015-05-31
Long Banga,MY,13,MYLBP,LBP,Long Banga,0311N 11525E,3.2036,115.3942,Asia/Kuching,2018-02-06
Labuan", Sabah,MY,,MYLBU,LBU,Labuan Airport,,5.3000,115.2500,Asia/Kuching,2011-03-28
Lahad Datu", Sabah,MY,,MYLDU,LDU,Lahad Datu,,5.0230,118.3290,Asia/Kuching,2018-08-01
Langkawi,MY,02,MYLGK,LGK,Kuah,0622N 09948E,6.3265,99.8432,Asia/Kuala_Lumpur,2015-12-20
Long Lellang,MY,,MYLGL,LGL,Long Lellang,0325N 11508E,3.4588,115.1815,Asia/Kuching,2012-01-17
Limbang", Sarawak,MY,,MYLMN,LMN,Limbang Airport,,4.8083,115.0100,Asia/Kuching,2011-02-17
Northport/Pt Klang,MY,14,MYLPK,LPK,Rumah Pangsa Lembaga Pelabuhan Kuantan,,3.9688,103.4147,Asia/Kuala_Lumpur,2012-01-21
Long Semado,MY,,MYLSM,LSM,Kampung Long Semadoh,,4.2362,115.5885,Asia/Kuching,2018-01-09
Long Sukang,MY,,MYLSU,LSU,Long Sukang,,4.5528,115.4889,Asia/Kuching,2012-01-17
Lawas", Sarawak,MY,,MYLWY,LWY,Lawas,,4.8604,115.4090,Asia/Kuching,2019-08-09
Mersing,MY,,MYMEP,MEP,Mersing,,2.4312,103.8405,Asia/Kuala_Lumpur,2014-06-24
Mukah", Sarawak,MY,,MYMKM,MKM,Mukah Airport,,2.9071,112.0783,Asia/Kuching,2013-11-17
Malacca,MY,,MYMKZ,MKZ,Malacca,,2.1960,102.2405,Asia/Kuala_Lumpur,2015-06-23
Marudi", Sarawak,MY,,MYMUR,MUR,Marudi Airfield,,4.1787,114.3304,Asia/Kuching,2011-06-25
Miri", Sarawak,MY,,MYMYY,MYY,Miri Airport,,4.3220,113.9868,Asia/Kuching,2011-03-28
Mulu,MY,13,MYMZV,MZV,Mulu Airport,0403N 11448E,4.0465,114.8057,Asia/Kuching,2012-03-25
Long Seridan,MY,,MYODN,ODN,Long Seridan,,3.9833,115.0667,Asia/Kuching,2012-01-17
Pamol,MY,,MYPAY,PAY,Pamol,,5.9667,117.4000,Asia/Kuching,2012-01-17
Penang (Georgetown),MY,07,MYPEN,PEN,George Town,0525N 10019E,5.4112,100.3354,Asia/Kuala_Lumpur,2019-03-13
Port Klang (Pelabuhan Klang),MY,10,MYPKG,PKG,Pangkor,0300N 10124E,4.2134,100.5747,Asia/Kuala_Lumpur,2012-01-17
Pekan,MY,06,MYPKN,PKN,Taman PKNK,0330N 10325E,5.4089,100.5601,Asia/Kuala_Lumpur,2012-01-20
Redang,MY,,MYRDN,RDN,Pulau Redang,0546N 10300E,5.7774,103.0076,Asia/Kuala_Lumpur,2017-08-24
Ranau,MY,,MYRNU,RNU,Ranau Airport,,5.9565,116.6792,Asia/Kuching,2016-02-28
Sibu", Sarawak,MY,,MYSBW,SBW,Sibu,,2.3000,111.8167,Asia/Kuching,2012-01-17
Sandakan", Sabah,MY,,MYSDK,SDK,Sandakan Airport,,5.9009,118.0595,Asia/Kuching,2011-03-28
Sungai Udang,MY,04,MYSGG,SGG,Simanggang,0215N 10205E,1.2472,111.4528,Asia/Kuching,2013-03-09
Semporna", Sabah,MY,,MYSMM,SMM,Semporna Airport,,4.4500,118.5830,Asia/Kuching,2011-03-18
Sepulot,MY,,MYSPE,SPE,Sepulot Airport,,4.7330,116.4670,Asia/Kuching,2011-03-18
Sipitang", Sabah,MY,,MYSPT,SPT,Sipitang,,5.0790,115.5496,Asia/Kuching,2017-09-12
Sitiawan,MY,,MYSWY,SWY,Sitiawan,,4.2168,100.6996,Asia/Kuala_Lumpur,2018-04-11
Taman Negara,MY,,MYSXT,SXT,Taman Negara,,4.7670,102.4438,Asia/Kuala_Lumpur,2017-09-18
Subang Kuala Lumpur Apt,MY,10,MYSZB,SZB,Sultan Abdul Aziz Shah Airport,0308N 10133E,3.1306,101.5493,Asia/Kuala_Lumpur,2020-07-14
Telupid,MY,,MYTEL,TEL,Telupid,0534N 11707E,5.6500,117.1167,Asia/Kuching,2012-01-17
Kuala Terengganu,MY,,MYTGG,TGG,Kuala Terengganu,,5.3302,103.1408,Asia/Kuala_Lumpur,2012-01-17
Tomanggong,MY,,MYTMG,TMG,Tomanggong,,5.4018,118.6634,Asia/Kuching,2012-01-17
Tioman,MY,,MYTOD,TOD,Pulau Tioman,,2.7972,104.1660,Asia/Kuala_Lumpur,2017-06-17
Taiping,MY,,MYTPG,TPG,Taiping,,4.8500,100.7333,Asia/Kuala_Lumpur,2012-01-17
Tawau", Sabah,MY,,MYTWU,TWU,Tawau,,4.2448,117.8911,Asia/Kuching,2018-09-19
Alto Molocue,MZ,,MZAME,AME,Alto Molocue,,-15.6356,37.6883,Africa/Maputo,2013-11-01
Angoche,MZ,,MZANO,ANO,Antonio Enes,,-16.2325,39.9086,Africa/Maputo,2020-06-11
Nampula,MZ,,MZAPL,APL,Nampula Airport,,-15.1064,39.2925,Africa/Maputo,2016-01-21
Benguera Island,MZ,,MZBCW,BCW,Benguerra Island,,-21.8730,35.4380,Africa/Maputo,2018-01-18
Beira,MZ,,MZBEW,BEW,Beira,,-19.8436,34.8389,Africa/Maputo,2012-01-19
Bajone,MZ,,MZBJN,BJN,Bajone,,-17.2053,38.0658,Africa/Maputo,2012-01-19
Bazaruto Island,MZ,,MZBZB,BZB,Ilha do Bazaruto,,-21.6628,35.4678,Africa/Maputo,2019-10-16
Caia,MZ,,MZCMZ,CMZ,Caia Airport,,-17.8328,35.3364,Africa/Maputo,2017-08-29
Cuamba,MZ,,MZFXO,FXO,Cuamba Airport,,-14.8170,36.5293,Africa/Maputo,2013-12-01
Ibo,MZ,,MZIBO,IBO,Ilha do Ibo,,-12.3397,40.6009,Africa/Maputo,2017-09-24
Inhaminga,MZ,,MZIMG,IMG,Inhaminga,,-18.4153,35.0225,Africa/Maputo,2017-09-17
Chinde,MZ,,MZINE,INE,Chinde,,-18.5811,36.4586,Africa/Maputo,2018-11-24
Luabo,MZ,,MZLBM,LBM,Luabo,,-18.3928,36.1053,Africa/Maputo,2012-05-06
Palma,MZ,,MZLMZ,LMZ,Palma,,-10.7822,40.4811,Africa/Maputo,2012-01-19
Magaruque,MZ,,MZMFW,MFW,Magaruque Island,,-21.9704,35.4261,Africa/Maputo,2018-01-20
Maganja Da Costa,MZ,,MZMJS,MJS,Maganja,,-17.3120,37.5078,Africa/Maputo,2017-08-30
Moma,MZ,,MZMMW,MMW,Moma,,-16.7594,39.2222,Africa/Maputo,2012-01-19
Nacala,MZ,,MZMNC,MNC,Nacala Airport,,-14.4795,40.7128,Africa/Maputo,2014-02-01
Maputo,MZ,,MZMPM,MPM,Maputo,,-25.9655,32.5832,Africa/Maputo,2020-07-30
Montepuez,MZ,,MZMTU,MTU,Montepuez,,-13.1256,38.9997,Africa/Maputo,2012-01-19
Mueda,MZ,,MZMUD,MUD,Mueda,,-11.6628,39.5506,Africa/Maputo,2012-02-02
Mocímboa da Praia,MZ,P,MZMZB,MZB,Mocimboa da Praia,1120S 04021E,-11.3517,40.3516,Africa/Maputo,2013-10-26
Nangade,MZ,,MZNND,NND,Nangade,,-11.0772,39.6744,Africa/Maputo,2012-05-06
Santa Carolina,MZ,,MZNTC,NTC,Santa Carolina,,-21.6183,35.3417,Africa/Maputo,2012-05-06
Pemba,MZ,,MZPOL,POL,Pemba,,-12.9740,40.5177,Africa/Maputo,2019-04-20
Marromeu,MZ,,MZRRM,RRM,Marromeu,,-18.2908,35.9453,Africa/Maputo,2012-01-19
Tete,MZ,,MZTET,TET,Chingozi Airport,,-16.1048,33.6402,Africa/Maputo,2011-03-28
Quelimane,MZ,,MZUEL,UEL,Quelimane,,-17.8786,36.8883,Africa/Maputo,2019-09-05
Xai-Xai,MZ,G,MZVJB,VJB,Xai-Xai,2503S 03339E,-25.0519,33.6442,Africa/Maputo,2014-09-02
Gurue,MZ,,MZVJQ,VJQ,Gurue,,-15.4669,36.9778,Africa/Maputo,2017-08-10
Vilanculos,MZ,,MZVNX,VNX,Vilankulo,2200S 03516E,-22.0000,35.3167,Africa/Maputo,2016-10-23
Chimoio,MZ,,MZVPY,VPY,Chimoio,,-19.1164,33.4833,Africa/Maputo,2012-01-19
Lichinga,MZ,,MZVXC,VXC,Lichinga,,-13.3128,35.2406,Africa/Maputo,2012-01-19
Bélep I.,NC,,NCBMY,BMY,Wala,1943S 16340E,-19.7116,163.6470,Pacific/Noumea,2015-03-29
Nouméa Magenta Apt,NC,,NCGEA,GEA,Noumea Magenta Airport,2215S 16628E,-22.2583,166.4730,Pacific/Noumea,2011-02-17
Houaïlou,NC,,NCHLU,HLU,Nesson Airport,2115S 16537E,-21.2564,165.6170,Pacific/Noumea,2013-02-10
Ile des Pins,NC,,NCILP,ILP,Ile des Pins,2235S 16727E,-22.6064,167.4777,Pacific/Noumea,2017-07-27
Ile Ouen,NC,,NCIOU,IOU,Edmond Cane Airport,2228S 16647E,-22.4603,166.7826,Pacific/Noumea,2013-02-10
Koné,NC,,NCKNQ,KNQ,Kone,2103S 16450E,-21.0595,164.8658,Pacific/Noumea,2017-05-26
Koumac,NC,,NCKOC,KOC,Koumac Airport,2033S 16415E,-20.5463,164.2556,Pacific/Noumea,2012-05-19
Lifou,NC,,NCLIF,LIF,Lifou Island,,-20.8833,167.2167,Pacific/Noumea,2013-12-22
Maré,NC,,NCMEE,MEE,La Roche,,-21.4780,168.0259,Pacific/Noumea,2017-01-10
Nouméa,NC,,NCNOU,NOU,La Tontouta International Airport,2216S 16627E,-22.0145,166.2130,Pacific/Noumea,2017-01-10
Muéo/Népoui,NC,,NCPDC,PDC,Station de Mueo,2118S 16501E,-21.3000,165.0167,Pacific/Noumea,2017-09-30
Tiga,NC,,NCTGJ,TGJ,Ile Tiga,2106S 16748E,-21.1042,167.8162,Pacific/Noumea,2013-05-01
Touho,NC,,NCTOU,TOU,Touho Airport,2047S 16516E,-20.7900,165.2590,Pacific/Noumea,2011-03-16
Ouvea,NC,,NCUVE,UVE,Ouvea,2038S 16634E,-20.6617,166.5531,Pacific/Noumea,2017-01-12
Rundu,,,NDU,NDU,Rundu,,-17.9333,19.7667,Africa/Windhoek,2014-03-06
Agades,NE,,NEAJY,AJY,Mano Dayak International Airport,,16.9660,8.0001,Africa/Niamey,2017-02-04
Maradi,NE,,NEMFQ,MFQ,Maradi Airport,,13.5025,7.1268,Africa/Niamey,2011-03-28
Niamey,NE,,NENIM,NIM,Niamey,,13.5137,2.1098,Africa/Niamey,2019-09-05
Arlit,NE,,NERLT,RLT,Arlit,,18.7369,7.3853,Africa/Niamey,2013-10-06
Tahoua,NE,,NETHZ,THZ,Tahoua Airport,,14.8757,5.2654,Africa/Niamey,2011-03-28
Zinder,NE,,NEZND,ZND,Zinder Airport,,13.7790,8.9838,Africa/Niamey,2018-11-28
Norfolk Island,NF,,NFNLK,NLK,Norfolk Island,,-29.0333,167.9500,Pacific/Norfolk,2017-07-01
Abuja,NG,,NGABV,ABV,Nnamdi Azikiwe International Airport,,9.0066,7.2642,Africa/Lagos,2020-10-25
Akure,NG,,NGAKR,AKR,Akure,,7.2526,5.1931,Africa/Lagos,2016-01-30
Benin City,NG,,NGBNI,BNI,Benin City,,6.3167,5.6000,Africa/Lagos,2016-01-30
Calabar,NG,,NGCBQ,CBQ,Calabar,,4.9760,8.3472,Africa/Lagos,2016-01-30
Enugu,NG,,NGENU,ENU,Enugu Airport,,6.4743,7.5620,Africa/Lagos,2016-01-30
Ibadan,NG,,NGIBA,IBA,Ibadan Airport,,7.3625,3.9783,Africa/Lagos,2016-01-30
Ilorin,NG,,NGILR,ILR,Ilorin,,8.4966,4.5421,Africa/Lagos,2019-09-05
Jos,NG,,NGJOS,JOS,Yakubu Gowon Airport,,9.6398,8.8690,Africa/Lagos,2017-11-27
Kaduna,NG,,NGKAD,KAD,Kaduna,,10.6960,7.3201,Africa/Lagos,2016-06-22
Kano,NG,,NGKAN,KAN,Mallam Aminu Kano International Airport,,12.0476,8.5246,Africa/Lagos,2016-06-22
Lagos,NG,LA,NGLAG,LAG,University of Lagos,0627N 00323E,6.5178,3.3955,Africa/Lagos,2015-08-08
Lagos,NG,,NGLOS,LOS,Murtala Mohammed International Airport,,6.5774,3.3212,Africa/Lagos,2016-01-30
Makurdi,NG,,NGMDI,MDI,Makurdi Airport,,7.7039,8.6139,Africa/Lagos,2016-01-30
Maiduguri,NG,,NGMIU,MIU,Maiduguri Airport,,11.8553,13.0809,Africa/Lagos,2019-05-17
Minna,NG,,NGMXJ,MXJ,Minna,,9.6152,6.5478,Africa/Lagos,2016-01-30
Port Harcourt,NG,,NGPHC,PHC,Port Harcourt International Airport,,5.0155,6.9496,Africa/Lagos,2016-01-30
Aba,NG,AB,NGQAX,QAX,Aba,0507N 00722E,5.1066,7.3667,Africa/Lagos,2020-06-29
Bacita,NG,KW,NGQCT,QCT,Bacita,0905N 00457E,9.0712,4.9561,Africa/Lagos,2018-10-15
Ajaokuta,NG,KO,NGQJK,QJK,Ajaokuta,0734N 00640E,7.5623,6.6550,Africa/Lagos,2016-01-30
Onitsha,NG,,NGQNI,QNI,Onitsha,,6.1498,6.7857,Africa/Lagos,2016-01-30
Suru-Lere,NG,LA,NGQSL,QSL,Surulere,0630N 00321E,6.5015,3.3581,Africa/Lagos,2016-01-30
Uyo,NG,AK,NGQUO,QUO,Uyo,0503N 00756E,5.0513,7.9335,Africa/Lagos,2016-01-30
Gusau,NG,ZA,NGQUS,QUS,Gusau,1210N 00640E,12.1717,6.6961,Africa/Lagos,2016-06-22
Sokoto,NG,,NGSKO,SKO,Sokoto,,12.9163,5.2072,Africa/Lagos,2016-06-22
Yola,NG,,NGYOL,YOL,Yola Airport,,9.2576,12.4304,Africa/Lagos,2016-01-30
Zaria,NG,,NGZAR,ZAR,Zaria,,11.1113,7.7227,Africa/Lagos,2016-06-22
Bluefields,NI,,NIBEF,BEF,Bluefields,,12.0137,-83.7635,America/Managua,2013-05-05
Bonanza,NI,,NIBZA,BZA,Bonanza,,14.0289,-84.5910,America/Managua,2018-08-08
Managua,NI,,NIMGA,MGA,Managua,,12.1328,-86.2504,America/Managua,2019-09-05
San Carlos,NI,,NINCR,NCR,San Carlos,,11.1236,-84.7780,America/Managua,2013-06-28
Puerto Cabezas,NI,,NIPUZ,PUZ,Puerto Cabezas,,14.0351,-83.3888,America/Managua,2014-10-17
Rosita,NI,,NIRFS,RFS,Rosita,,13.9150,-84.4028,America/Managua,2017-06-05
Corn Island,NI,,NIRNI,RNI,Corn Island,,12.1758,-83.0614,America/Managua,2018-08-08
Siuna,NI,,NISIU,SIU,Siuna,,13.7332,-84.7772,America/Managua,2018-08-08
Waspam,NI,,NIWSP,WSP,Waspan,,14.7419,-83.9717,America/Managua,2020-06-10
Amsterdam,NL,,NLAMS,AMS,Amsterdam,5224N 00449E,52.3740,4.8897,Europe/Amsterdam,2020-06-01
Den Helder,NL,,NLDHR,DHR,Den Helder,5257N 00446E,52.9599,4.7593,Europe/Amsterdam,2017-10-17
Eindhoven,NL,NB,NLEIN,EIN,Eindhoven,5127N 00528E,51.4408,5.4778,Europe/Amsterdam,2019-09-05
Enschede,NL,,NLENS,ENS,Enschede,,52.2183,6.8958,Europe/Amsterdam,2019-09-05
Geldrop,NL,,NLGLD,GLD,Rijswijk,,51.9592,5.3569,Europe/Amsterdam,2017-10-17
Groningen,NL,,NLGRQ,GRQ,Groningen,,53.2192,6.5667,Europe/Amsterdam,2019-09-05
's-Gravenhage (Den Haag),NL,ZH,NLHAG,HAG,The Hague,5205N 00418E,52.0767,4.2986,Europe/Amsterdam,2017-10-24
Lelystad,NL,,NLLEY,LEY,Lelystad,,52.5083,5.4750,Europe/Amsterdam,2017-10-17
Leiden,NL,,NLLID,LID,Valkenburg,,52.1800,4.4319,Europe/Amsterdam,2017-10-17
Leeuwarden,NL,,NLLWR,LWR,Leeuwarden,,53.2014,5.8086,Europe/Amsterdam,2019-09-05
Maastricht,NL,,NLMST,MST,Maastricht,,50.8483,5.6889,Europe/Amsterdam,2019-09-05
Rotterdam,NL,ZH,NLRTM,RTM,Rotterdam,5155N 00430E,51.9225,4.4792,Europe/Amsterdam,2019-09-05
Schiphol,NL,,NLSPL,SPL,Amsterdam Airport Schiphol,,52.3103,4.7603,Europe/Amsterdam,2018-01-26
Uden,NL,NB,NLUDE,UDE,Uden,5140N 00537E,51.6608,5.6194,Europe/Amsterdam,2017-10-17
Utrecht,NL,UT,NLUTC,UTC,Utrecht,5205N 00508E,52.0908,5.1222,Europe/Amsterdam,2019-09-05
Velsen-Noord,NL,NH,NLVSN,VSN,Venlo,5228N 00439E,51.3700,6.1681,Europe/Amsterdam,2019-04-24
Woensdrecht,NL,NB,NLWOE,WOE,Bergen op Zoom,5126N 00418E,51.4950,4.2917,Europe/Amsterdam,2017-10-17
Namutoni,,,NNI,NNI,Namutoni,,-18.8000,16.9833,Africa/Windhoek,2012-01-17
Ålesund,NO,15,NOAES,AES,Alesund,6228N 00609E,62.4723,6.1549,Europe/Oslo,2019-12-12
Alta,NO,20,NOALF,ALF,Alta Lufthavn,6958N 02314E,69.9761,23.3717,Europe/Oslo,2019-12-12
Bardufoss,NO,19,NOBDU,BDU,Bardufoss Airport,,69.0558,18.5404,Europe/Oslo,2019-12-12
Bergen,NO,12,NOBGO,BGO,Bergen,6023N 00519E,60.3930,5.3242,Europe/Oslo,2019-12-12
Båtsfjord,NO,20,NOBJF,BJF,Batsfjord Airport,7038N 02943E,70.6020,29.6942,Europe/Oslo,2019-12-12
Brønnøysund,NO,18,NOBNN,BNN,Bronnoysund,6528N 01212E,65.4749,12.2128,Europe/Oslo,2017-12-11
Bodø,NO,18,NOBOO,BOO,Bodo,6717N 01422E,67.2800,14.4050,Europe/Oslo,2019-09-05
Berlevåg,NO,20,NOBVG,BVG,Berlevag Airport,7051N 02906E,70.8710,29.0294,Europe/Oslo,2019-12-12
Eina,NO,05,NOENA,ENA,Andoya Andenes Airport,,69.2925,16.1442,Europe/Oslo,2012-06-24
Engene,NO,06,NOENG,ENG,Oslo Airport", Gardermoen,5941N 01032E,60.1939,11.1004,Europe/Oslo,2019-12-12
Evenesmarkja,NO,18,NOEVE,EVE,Harstad,6829N 01645E,68.7983,16.5417,Europe/Oslo,2019-12-12
Farsund,NO,10,NOFAN,FAN,Farsund Airport", Lista,5805N 00648E,58.0995,6.6261,Europe/Oslo,2019-12-12
Førde,NO,14,NOFDE,FDE,Forde Airport", Oyrane,6127N 00550E,61.4500,5.8667,Europe/Oslo,2019-12-12
