name,country_code,subdivision,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Cambridge,US,NE,USC45,C45,Cambridge,4016N 10009W,40.2803,-100.1676,America/Chicago,2010-02-20
Cambridge,US,NY,USCR7,CR7,Cambridge,4301N 07322W,43.0281,-73.3812,America/New_York,2017-05-23
Cambridge,US,OH,USCBH,CBH,Cambridge,,40.0312,-81.5885,America/New_York,2017-05-23
Cambridge,US,VT,USCB6,CB6,Cambridge,4438N 07252W,44.6448,-72.8762,America/New_York,2017-05-23
Cambridge,US,WI,USAMG,AMG,Cambridge,4300N 08900W,43.0036,-89.0165,America/Chicago,2017-05-23
Cambridge City,US,IN,USCAM,CAM,Cambridge City,,39.8126,-85.1716,America/Indiana/Indianapolis,2017-05-23
Cambridge Springs,US,PA,USUFJ,UFJ,Cambridge Springs,,41.8037,-80.0564,America/New_York,2017-05-23
Cambridgeport,US,VT,USC4B,C4B,Cambridgeport,4309N 07233W,43.1515,-72.5604,America/New_York,2017-05-23
Camby,US,IN,USYCA,YCA,Camby,3940N 08619W,39.6626,-86.3167,America/Indiana/Indianapolis,2017-05-23
Camden,US,AL,USCDD,CDD,Camden,3159N 08717W,31.9910,-87.2905,America/Chicago,2017-03-09
Camden,US,DE,USXAE,XAE,Camden,3907N 07532W,39.1135,-75.5419,America/New_York,2017-03-09
Camden,US,IN,USKDN,KDN,Camden,4036N 08632W,40.6086,-86.5400,America/Indiana/Indianapolis,2017-05-23
Camden,US,ME,USAQQ,AQQ,Camden,4412N 06903W,44.2098,-69.0648,America/New_York,2017-05-23
Camden,US,MI,USCX8,CX8,Camden,4145N 08445W,41.7523,-84.7577,America/Detroit,2017-05-23
Camden,US,NC,USVTM,VTM,Camden,3619N 07610W,36.3285,-76.1719,America/New_York,2017-05-23
Camden,US,NJ,USCDE,CDE,Camden,,39.9260,-75.1196,America/New_York,2017-05-23
Camden,US,NY,USZCD,ZCD,Camden,4320N 07544W,43.3345,-75.7480,America/New_York,2017-05-23
Camden,US,OH,USC2D,C2D,Camden,3937N 08438W,39.6289,-84.6486,America/New_York,2017-05-23
Camden,US,TN,USCAT,CAT,Camden,,36.0590,-88.0978,America/Chicago,2017-03-09
Camden,US,TX,USDKN,DKN,Camden,3055N 09444W,30.9171,-94.7344,America/Chicago,2006-01-15
Camden Park,VC,02,VCCPK,CPK,Camden Park,1310N 06114W,13.1667,-61.2333,America/St_Vincent,2018-07-04
Camdenton,US,MO,USCDT,CDT,Camdenton,,38.0081,-92.7446,America/Chicago,2017-05-23
Cameron,US,LA,USYCN,YCN,Cameron,2947N 09319W,29.7977,-93.3251,America/Chicago,2011-05-14
Cameron,US,MO,USXAO,XAO,Cameron,3944N 09414W,39.7403,-94.2411,America/Chicago,2017-05-23
Cameron,US,MT,USCR6,CR6,Cameron,4512N 11140W,45.2033,-111.6786,America/Denver,2006-01-15
Cameron,US,NC,USCMU,CMU,Cameron,3520N 07915W,35.3268,-79.2553,America/New_York,2017-03-09
Cameron,US,OK,USAQN,AQN,Cameron,3508N 09432W,35.1340,-94.5347,America/Chicago,2017-03-09
Cameron,US,TX,USCXM,CXM,Cameron,,30.8532,-96.9769,America/Chicago,2017-03-09
Cameron,US,WI,USZCM,ZCM,Cameron,4525N 09145W,45.4086,-91.7441,America/Chicago,2017-05-23
Cameron Highlands,MY,06,MYCHI,CHI,Cameron Highlands,0429N 10127E,4.4709,101.3764,Asia/Kuala_Lumpur,2014-08-27
Cameron Park,US,CA,USMHO,MHO,Cameron Park,3840N 12059W,38.6688,-120.9872,America/Los_Angeles,2011-05-14
Camilla,US,GA,USCML,CML,Camilla,,31.2313,-84.2105,America/New_York,2017-03-09
Camillus,US,NY,USIUS,IUS,Camillus,4302N 07618W,43.0392,-76.3041,America/New_York,2017-05-23
Camino,US,CA,USCMN,CMN,Camino,,38.7382,-120.6749,America/Los_Angeles,2011-05-14
Camp Bondsteel,RS,,RSCBO,CBO,Camp Bondsteel,4220N 02117E,42.5833,21.3833,Europe/Belgrade,2006-10-28
Camp Dennison,US,OH,USNNI,NNI,Camp Dennison,3912N 08418W,39.1981,-84.2888,America/New_York,2017-05-23
Camp Hill,US,AL,USHCD,HCD,Camp Hill,3248N 08539W,32.8004,-85.6536,America/Chicago,2017-03-09
Camp Hill,US,PA,USXDZ,XDZ,Camp Hill,,40.2398,-76.9200,America/New_York,2017-05-23
Camp Pendleton,US,CA,USPPD,PPD,Camp Pendleton,3312N 11723W,33.2103,-117.3928,America/Los_Angeles,2010-02-14
Camp Point,US,IL,US3CP,3CP,Camp Point,4002N 09104W,40.0392,-91.0693,America/Chicago,2017-05-23
Camp Shelby,US,MS,USCY7,CY7,Camp Shelby,3110N 08912W,31.1983,-89.2111,America/Chicago,2013-03-08
Camp Verde,US,AZ,USCP9,CP9,Camp Verde,3434N 11151W,34.5636,-111.8543,America/Phoenix,2017-03-09
Campascio,CH,GR,CHCAM,CAM,Campascio,4615N 01007E,46.2471,10.1294,Europe/Zurich,2017-07-27
Campbell,US,CA,USCPB,CPB,Campbell,,37.2872,-121.9500,America/Los_Angeles,2017-03-09
Campbell,US,MO,USCPL,CPL,Campbell,,36.4934,-90.0751,America/Chicago,2017-05-23
Campbell,US,NE,USCP8,CP8,Campbell,4017N 09843W,40.2983,-98.7320,America/Chicago,2017-05-23
Campbell,US,NY,USCPE,CPE,Campbell,,42.8056,-75.6171,America/New_York,2017-05-23
Campbell,US,TX,USAPB,APB,Campbell,3308N 09557W,33.1482,-95.9514,America/Chicago,2017-03-09
Campbell Hall,US,NY,USCEH,CEH,Campbell Hall,4127N 07416W,41.4554,-74.2626,America/New_York,2017-05-23
Campbell Hill,US,IL,USJPI,JPI,Campbell Hill,3755N 08932W,37.9301,-89.5490,America/Chicago,2017-05-23
Campbellsburg,US,IN,USAR7,AR7,Campbellsburg,3839N 08615W,38.6514,-86.2611,America/Indiana/Indianapolis,2017-05-23
Campbellsburg,US,KY,USCBU,CBU,Campbellsburg,,38.5237,-85.2027,America/New_York,2017-03-09
Campbellsport,US,WI,USQCP,QCP,Campbellsport,4335N 08816W,43.5978,-88.2790,America/Chicago,2017-05-23
Campbellsville,US,KY,USCMP,CMP,Campbellsville,,37.3434,-85.3419,America/New_York,2017-03-09
Campbellton,US,FL,USTCP,TCP,Campbellton,3057N 08524W,30.9493,-85.4022,America/Chicago,2017-03-09
Campo,US,CA,USCZZ,CZZ,Campo,,32.6065,-116.4689,America/Los_Angeles,2011-05-14
Campobello,US,SC,USCBO,CBO,Campobello,,35.1157,-82.1501,America/New_York,2017-03-09
Campocologno,CH,GR,CHCCG,CCG,Campocologno,4614N 01008E,46.2325,10.1427,Europe/Zurich,2017-07-27
Campti,US,LA,USCIM,CIM,Campti,,31.8935,-93.1182,America/Chicago,2017-03-09
Campton,US,KY,USCTP,CTP,Campton,,37.7343,-83.5474,America/New_York,2017-03-09
Camptonville,US,CA,USOVF,OVF,Camptonville,3927N 12102W,39.4518,-121.0486,America/Los_Angeles,2011-05-14
Cana,US,VA,USNZJ,NZJ,Cana,3635N 08040W,36.5896,-80.6717,America/New_York,2011-05-14
Canaan,US,CT,USCUM,CUM,Canaan,4201N 07320W,42.0273,-73.3293,America/New_York,2017-05-23
Canaan,US,ME,US8CN,8CN,Canaan,4445N 06933W,44.7617,-69.5614,America/New_York,2017-05-23
Canaan,US,NH,USNN2,NN2,Canaan,4339N 07201W,43.6476,-72.0118,America/New_York,2017-05-23
Canaan,US,VT,USA5A,A5A,Canaan,4459N 07133W,44.9962,-71.5384,America/New_York,2017-05-23
Canadian,US,TX,USXC2,XC2,Canadian,3554N 10022W,35.9128,-100.3821,America/Chicago,2017-03-09
Canadian Lakes,US,MI,USC9K,C9K,Canadian Lakes,4334N 08518W,43.5792,-85.3017,America/Detroit,2017-05-23
Canajoharie,US,NY,USCJH,CJH,Canajoharie,,42.9056,-74.5718,America/New_York,2017-05-23
Canal Fulton,US,OH,USCFI,CFI,Canal Fulton,,40.8898,-81.5976,America/New_York,2017-05-23
Canal Point,US,FL,USC2P,C2P,Canal Point,2651N 08038W,26.8592,-80.6337,America/New_York,2011-05-14
Canal Winchester,US,OH,USXEQ,XEQ,Canal Winchester,,39.8428,-82.8046,America/New_York,2017-05-23
Canandaigua,US,NY,USCND,CND,Canandaigua,4252N 07717W,42.8742,-77.2880,America/New_York,2017-05-23
Canastota,US,NY,USCNS,CNS,Canastota,,43.0795,-75.7507,America/New_York,2017-05-23
Canby,US,CA,USXC3,XC3,Canby,4126N 12052W,41.4438,-120.8702,America/Los_Angeles,2011-05-14
Canby,US,MN,USC4Y,C4Y,Canby,4442N 09616W,44.7088,-96.2764,America/Chicago,2017-05-23
Canby,US,OR,USCAB,CAB,Canby,,45.2629,-122.6926,America/Los_Angeles,2017-03-09
Candia,US,NH,US9CN,9CN,Candia,4304N 07116W,43.0779,-71.2767,America/New_York,2017-05-23
Candler,US,FL,USFCD,FCD,Candler,2904N 08158W,29.0714,-81.9681,America/New_York,2006-01-15
Candler,US,NC,USCDF,CDF,Candler,3532N 08242W,35.5365,-82.6929,America/New_York,2017-05-23
Cando,US,ND,USXEC,XEC,Cando,,48.4867,-99.2099,America/Chicago,2017-05-23
Candor,US,NC,USCNR,CNR,Candor,,35.2951,-79.7453,America/New_York,2017-05-23
Candor,US,NY,USD6C,D6C,Candor,4213N 07620W,42.2328,-76.3424,America/New_York,2017-05-23
Caney,US,KS,USCUQ,CUQ,Caney,3701N 09556W,37.0115,-95.9353,America/Chicago,2017-05-23
Caneyville,US,KY,USC8V,C8V,Caneyville,3725N 08629W,37.4242,-86.4883,America/Chicago,2017-03-09
Canfield,US,OH,USCNF,CNF,Canfield,,41.0251,-80.7609,America/New_York,2017-05-23
Canisteo,US,NY,USC2O,C2O,Canisteo,4216N 07736W,42.2704,-77.6058,America/New_York,2017-05-23
Canistota,US,SD,USIKS,IKS,Canistota,4335N 09717W,43.5978,-97.2906,America/Chicago,2017-05-23
Canmer,US,KY,USK85,K85,Canmer,3717N 08546W,37.2903,-85.7672,America/Chicago,2006-01-15
Cannelburg,US,IN,USIBU,IBU,Cannelburg,3840N 08659W,38.6698,-86.9983,America/Indiana/Vincennes,2017-05-23
Cannelton,US,IN,USCUU,CUU,Cannelton,3755N 08645W,37.9114,-86.7444,America/Indiana/Tell_City,2017-05-23
Cannon Beach,US,OR,USCBX,CBX,Cannon Beach,,45.8818,-123.9643,America/Los_Angeles,2010-02-17
Cannon Falls,US,MN,USCFS,CFS,Cannon Falls,,44.5069,-92.9055,America/Chicago,2017-05-23
Canobbio,CH,TI,CHCAN,CAN,Canobbio,4602N 00857E,46.0359,8.9660,Europe/Zurich,2017-10-27
Canoga Park,US,CA,USCPA,CPA,Canoga Park,,34.2011,-118.5981,America/Los_Angeles,2018-04-18
Canon,US,GA,USCG6,CG6,Canon,3420N 08306W,34.3462,-83.1099,America/New_York,2017-03-09
Canonsburg,US,PA,USCNN,CNN,Canonsburg,,40.2626,-80.1873,America/New_York,2017-05-23
Canterbury,US,NH,USNT5,NT5,Canterbury,4320N 07133W,43.3370,-71.5653,America/New_York,2017-05-23
Cantil,US,CA,USU5C,U5C,Cantil,3518N 11758W,35.3088,-117.9684,America/Los_Angeles,2006-01-15
Canto del Llano,PA,10,PACDL,CDL,Canto del Llano,0807N 08058W,8.1635,-81.1307,America/Panama,2017-08-16
Canton,US,CT,USAJX,AJX,Canton,4149N 07253W,41.8245,-72.8937,America/New_York,2017-05-23
Canton,US,GA,USCNX,CNX,Canton,,34.2368,-84.4908,America/New_York,2017-03-09
Canton,US,IL,USCTJ,CTJ,Canton,,40.5581,-90.0351,America/Chicago,2017-05-23
Canton,US,MA,USACU,ACU,Canton,,42.1584,-71.1448,America/New_York,2017-05-23
Canton,US,ME,US9ON,9ON,Canton,4426N 07018W,44.4408,-70.3165,America/New_York,2017-05-23
Canton,US,MI,USCNT,CNT,Canton,,42.3087,-83.4822,America/Detroit,2017-05-23
Canton,US,MO,USCNZ,CNZ,Canton,,40.1295,-91.5185,America/Chicago,2019-10-11
Canton,US,MS,USCNP,CNP,Canton,,32.6126,-90.0367,America/Chicago,2017-03-09
Canton,US,NC,USCNQ,CNQ,Canton,,35.5329,-82.8374,America/New_York,2017-05-23
Canton,US,NJ,UST9N,T9N,Canton,3928N 07524W,39.4710,-75.4149,America/New_York,2017-05-23
Canton,US,NY,USXAN,XAN,Canton,4435N 07510W,44.5956,-75.1691,America/New_York,2017-05-23
Canton,US,OH,USCCO,CCO,Canton,4048N 08132W,40.7989,-81.3785,America/New_York,2018-11-28
Canton,US,OK,USAJN,AJN,Canton,3603N 09835W,36.0536,-98.5884,America/Chicago,2017-03-09
Canton,US,PA,USAOJ,AOJ,Canton,4139N 07651W,41.6565,-76.8533,America/New_York,2017-05-23
Canton,US,TX,USTCN,TCN,Canton,3233N 09553W,32.5565,-95.8633,America/Chicago,2017-03-09
Cantonment,US,FL,USCQF,CQF,Cantonment,3036N 08720W,30.6085,-87.3400,America/Chicago,2012-09-30
Cantua Creek,US,CA,USQUK,QUK,Cantua Creek,3630N 12018W,36.5013,-120.3163,America/Los_Angeles,2011-05-14
Canutillo,US,TX,USUTL,UTL,Canutillo,3155N 10637W,31.9115,-106.6003,America/Denver,2011-05-14
Canvas,US,WV,US2WV,2WV,Canvas,3816N 08046W,38.2684,-80.7743,America/New_York,2006-01-15
Canyon,US,CA,USCJU,CJU,Canyon,4300N 08902W,37.8307,-122.1660,America/Los_Angeles,2016-04-25
Canyon,US,CA,USNYO,NYO,Canyon,3750N 12211W,37.8307,-122.1660,America/Los_Angeles,2016-04-25
Canyon,US,TX,USAYO,AYO,Canyon,3458N 10155W,33.5929,-101.7315,America/Chicago,2006-01-15
Canyon City,US,TX,USCY3,CY3,Canyon City,2952N 09811W,29.8738,-98.1878,America/Chicago,2006-01-15
Canyon Country,US,CA,USAYC,AYC,Canyon Country,3425N 11828W,34.4233,-118.4720,America/Los_Angeles,2018-04-18
Canyon Lake,US,CA,USC5L,C5L,Canyon Lake,3341N 11716W,33.6761,-117.2734,America/Los_Angeles,2006-01-15
Canyon Lake,US,TX,USZHX,ZHX,Canyon Lake,2952N 09815W,32.0962,-97.8400,America/Chicago,2013-03-08
Canyonville,US,OR,USYLL,YLL,Canyonville,4256N 12316W,42.9273,-123.2812,America/Los_Angeles,2017-03-09
Capac,US,MI,USXAP,XAP,Capac,4300N 08255W,43.0125,-82.9280,America/Detroit,2017-05-23
Capay,US,CA,USA5Y,A5Y,Capay,3842N 12202W,39.7966,-122.0844,America/Los_Angeles,2006-01-15
Cape Blanco,US,OR,USPB7,PB7,Cape Blanco,4250N 12434W,42.8362,-124.5666,America/Los_Angeles,2018-07-24
Cape Canaveral,US,FL,USCPV,CPV,Cape Canaveral,,28.4586,-80.5331,America/New_York,2007-02-17
Cape Carteret,US,NC,USTPC,TPC,Cape Carteret,3441N 07704W,34.6915,-77.0630,America/New_York,2017-05-23
Cape Charles,US,VA,USCCJ,CCJ,Cape Charles,,37.2701,-76.0165,America/New_York,2019-04-05
Cape Coral,US,FL,USCC2,CC2,Cape Coral,2634N 08157W,26.5629,-81.9495,America/New_York,2017-03-09
Cape Elizabeth,US,ME,USCEL,CEL,Cape Elizabeth,,43.5637,-70.2001,America/New_York,2017-05-23
Cape Fear,US,NC,USCFN,CFN,Cape Fear,,35.4252,-78.8147,America/New_York,2017-05-23
Cape Hatteras,US,NC,USCPH,CPH,Cape Hatteras,,35.2339,-75.5364,America/New_York,2017-01-30
Cape Henlopen,US,DE,USC65,C65,Cape Henlopen,3846N 07505W,38.8032,-75.0946,America/New_York,2014-10-07
Cape Henry,US,VA,USXPY,XPY,Cape Henry,3655N 07601W,36.9309,-76.0176,America/New_York,2017-07-14
Cape Lisburne,US,AK,USLUR,LUR,Cape Lisburne,,68.8811,-166.2152,America/Nome,2017-08-22
Cape May,US,NJ,USCGF,CGF,Cape May,3856N 07455W,38.9351,-74.9060,America/New_York,2017-05-23
Cape May Court House,US,NJ,USZQH,ZQH,Cape May Court House,3905N 07449W,39.0826,-74.8238,America/New_York,2017-05-23
Cape Neddick,US,ME,USM6C,M6C,Cape Neddick,4311N 07037W,43.1937,-70.6209,America/New_York,2017-05-23
Cape Pole,US,AK,USCZP,CZP,Cape Pole,,55.9575,-133.8151,America/Juneau,2020-04-29
Cape Romanzof,US,AK,USCZF,CZF,Cape Romanzof,,61.8125,-166.1009,America/Nome,2017-06-19
Cape Sabine,US,AK,USCSA,CSA,Cape Sabine,,68.9156,-164.6077,America/Nome,2010-01-30
Cape Spencer,US,AK,USCSP,CSP,Cape Spencer,,58.2102,-136.6654,America/Juneau,2018-05-29
Cape Vincent,US,NY,USCVI,CVI,Cape Vincent,,44.1278,-76.3330,America/New_York,2017-05-23
Capistrano Beach,US,CA,USCPZ,CPZ,Capistrano Beach,3327N 11740W,33.4625,-117.6717,America/Los_Angeles,2006-01-15
Capitan,US,CA,USCAP,CAP,Capitan,3427N 12002W,34.4633,-120.0432,America/Los_Angeles,2006-01-15
Capitan,US,NM,USC6P,C6P,Capitan,3332N 10534W,33.5454,-105.5722,America/Denver,2017-03-09
Capitol Heights,US,MD,USACD,ACD,Capitol Heights,,38.8851,-76.9158,America/New_York,2018-01-23
Capitola,US,CA,USCGP,CGP,Capitola,3658N 12157W,36.9752,-121.9533,America/Los_Angeles,2017-03-09
Capolago,CH,TI,CHCPL,CPL,Capolago,4554N 00859E,45.9037,8.9792,Europe/Zurich,2016-04-10
Capron,US,IL,USCJ7,CJ7,Capron,4223N 08844W,42.3997,-88.7404,America/Chicago,2017-05-23
Captain Cook,US,HI,US9CC,9CC,Captain Cook,1929N 15554W,19.4969,-155.9217,Pacific/Honolulu,2017-09-05
Captiva,US,FL,US4CP,4CP,Captiva,2631N 08211W,26.5220,-82.1893,America/New_York,2011-05-14
Capulin,US,CO,USC5P,C5P,Capulin,3717N 10606W,37.2839,-106.1114,America/Denver,2011-05-14
Carapichaima,TT,CTT,TTCPC,CPC,Carapichaima,1028N 06127W,10.4771,-61.4474,America/Port_of_Spain,2014-02-08
Caratunk,US,ME,US9TU,9TU,Caratunk,4514N 06959W,45.2339,-69.9901,America/New_York,2017-05-23
Caraway,US,AR,USXYY,XYY,Caraway,3545N 09019W,35.7581,-90.3223,America/Chicago,2017-05-23
Carbon,US,IN,USC8N,C8N,Carbon,3935N 08707W,39.5978,-87.1186,America/Indiana/Indianapolis,2017-05-23
Carbon Cliff,US,IL,US4CC,4CC,Carbon Cliff,4129N 09023W,41.4948,-90.3907,America/Chicago,2017-05-23
Carbondale,US,CO,USZXP,ZXP,Carbondale,3925N 10712W,39.4022,-107.2112,America/Denver,2017-03-09
Carbondale,US,KS,USK7S,K7S,Carbondale,3849N 09541W,38.8186,-95.6891,America/Chicago,2017-05-23
Carbondale,US,OH,USC9D,C9D,Carbondale,3922N 08216W,39.3779,-82.2710,America/New_York,2017-05-23
Carbondale,US,PA,USCQD,CQD,Carbondale,,41.5737,-75.5019,America/New_York,2017-05-23
Carbonville,US,UT,US9CB,9CB,Carbonville,3937N 11050W,39.6200,-110.8343,America/Denver,2011-05-14
Carbury,US,ND,USCBY,CBY,Carbury,4853N 10033W,48.8909,-100.5446,America/Chicago,2017-05-23
Cardington,US,OH,US3OH,3OH,Cardington,4030N 08253W,40.5006,-82.8935,America/New_York,2017-05-23
Carefree,US,AZ,USEFQ,EFQ,Carefree,3349N 11155W,33.8223,-111.9182,America/Phoenix,2017-03-09
Carencro,US,LA,USRCO,RCO,Carencro,3019N 09202W,30.3171,-92.0490,America/Chicago,2017-03-09
Carey,US,OH,USCXJ,CXJ,Carey,4057N 08322W,39.4926,-83.1024,America/New_York,2017-05-23
Careywood,US,ID,USCRY,CRY,Careywood,,48.0346,-116.6432,America/Los_Angeles,2006-01-15
Caribou,US,CA,USCI5,CI5,Caribou,4004N 12109W,40.0804,-121.1577,America/Los_Angeles,2006-01-15
Carle Place,US,NY,USCPC,CPC,Carle Place,,40.7526,-73.6104,America/New_York,2017-05-23
Carleton,US,MI,USCNL,CNL,Carleton,,42.0592,-83.3908,America/Detroit,2017-05-23
Carlin,US,NV,USCNV,CNV,Carlin,4043N 11606W,40.7138,-116.1040,America/Los_Angeles,2017-03-09
Carlinville,US,IL,USVCN,VCN,Carlinville,3917N 08954W,39.2798,-89.8818,America/Chicago,2017-05-23
Carlisle,US,AR,USCUZ,CUZ,Carlisle,3447N 09145W,34.7831,-91.7465,America/Chicago,2017-05-23
Carlisle,US,IA,USC9S,C9S,Carlisle,4130N 09329W,41.4986,-93.4835,America/Chicago,2017-05-23
Carlisle,US,IN,USCQI,CQI,Carlisle,,38.9684,-87.4056,America/Indiana/Indianapolis,2017-05-23
Carlisle,US,MA,USCSJ,CSJ,Carlisle,4232N 07121W,42.5293,-71.3495,America/New_York,2017-05-23
Carlisle,US,NY,USCI7,CI7,Carlisle,4245N 07426W,42.7570,-74.4457,America/New_York,2017-05-23
Carlisle,US,OH,USCRL,CRL,Carlisle,,39.7456,-81.3637,America/New_York,2017-05-23
Carlisle,US,PA,USUFI,UFI,Carlisle,,40.2015,-77.1889,America/New_York,2017-05-23
Carlisle,US,SC,USQLC,QLC,Carlisle,3435N 08128W,35.0571,-81.9376,America/New_York,2006-01-15
Carlock,US,IL,USC9A,C9A,Carlock,4034N 08907W,40.5823,-89.1320,America/Chicago,2017-05-23
Carlos,US,MN,USVAQ,VAQ,Carlos,4558N 09517W,45.9725,-95.2923,America/Chicago,2017-05-23
Carlos Santana Avila,PA,10,PACSA,CSA,Carlos Santana Avila,0806N 08050W,8.1011,-80.8383,America/Panama,2018-01-22
Carlsbad,US,CA,USCLD,CLD,Carlsbad,3309N 11720W,33.1581,-117.3506,America/Los_Angeles,2017-03-09
Carlstadt,US,NJ,USUAK,UAK,Carlstadt,,40.8404,-74.0907,America/New_York,2017-05-23
Carlton,US,GA,US4CT,4CT,Carlton,3402N 08302W,34.0432,-83.0338,America/New_York,2017-03-09
Carlton,US,MN,USLRH,LRH,Carlton,4640N 09226W,46.6638,-92.4249,America/Chicago,2017-05-23
Carlton,US,OR,USAOG,AOG,Carlton,4518N 12310W,45.2943,-123.1765,America/Los_Angeles,2017-03-09
Carlton,US,PA,USYCR,YCR,Carlton,4128N 08001W,41.4762,-80.0198,America/New_York,2017-05-23
Carlton,US,TX,USTE2,TE2,Carlton,3155N 09810W,31.9182,-98.1720,America/Chicago,2006-01-15
Carlyle,US,IL,USIYC,IYC,Carlyle,3836N 08922W,38.6103,-89.3726,America/Chicago,2017-05-23
Carlyss,US,LA,US9SS,9SS,Carlyss,3010N 09322W,30.1688,-93.3760,America/Chicago,2011-05-14
Carman,US,NY,USCRJ,CRJ,Carman,,42.7706,-73.9335,America/New_York,2017-05-23
Carmel,US,CA,USZCA,ZCA,Carmel,3633N 12155W,34.0138,-118.4954,America/Los_Angeles,2007-04-17
Carmel,US,IN,USRML,RML,Carmel,3958N 08607W,39.9784,-86.1180,America/Indiana/Indianapolis,2017-05-23
Carmel,US,ME,USC9M,C9M,Carmel,4447N 06903W,44.7976,-69.0512,America/New_York,2017-05-23
Carmel,US,NY,USCMZ,CMZ,Carmel,,41.4301,-73.6801,America/New_York,2017-05-23
Carmel Valley,US,CA,USCMV,CMV,Carmel Valley,,36.5361,-121.9280,America/Los_Angeles,2006-01-15
Carmen,US,OK,USQCM,QCM,Carmen,3634N 09827W,36.5789,-98.4623,America/Chicago,2017-03-09
Carmi,US,IL,USAMI,AMI,Carmi,3805N 08810W,38.0909,-88.1586,America/Chicago,2017-05-23
Carmichael,US,CA,USCM3,CM3,Carmichael,,38.6171,-121.3283,America/Los_Angeles,2011-05-14
Carmichaels,US,PA,USCXK,CXK,Carmichaels,3954N 07959W,39.8967,-79.9745,America/New_York,2017-05-23
Carmine,US,TX,USC8R,C8R,Carmine,3008N 09641W,30.1494,-96.6861,America/Chicago,2017-03-09
Carnegie,US,OK,USNGI,NGI,Carnegie,3506N 09836W,35.1037,-98.6037,America/Chicago,2017-03-09
Carnegie,US,PA,USCRE,CRE,Carnegie,,40.4087,-80.0834,America/New_York,2017-05-23
Carnelian Bay,US,CA,USNAF,NAF,Carnelian Bay,3913N 12004W,39.2113,-120.0816,America/Los_Angeles,2006-01-15
Carnesville,US,GA,USC2A,C2A,Carnesville,3422N 08314W,34.3698,-83.2352,America/New_York,2017-03-09
Carneys Point,US,NJ,USAEY,AEY,Carneys Point,3942N 07528W,39.7146,-75.4882,America/New_York,2006-01-15
Carol City,US,FL,USCI3,CI3,Carol City,2556N 08016W,25.9407,-80.2456,America/New_York,2006-11-15
Carol Stream,US,IL,USACE,ACE,Carol Stream,,41.9125,-88.1348,America/Chicago,2017-05-23
Carolina,US,RI,USICO,ICO,Carolina,4127N 07140W,41.4570,-71.6634,America/New_York,2017-05-23
Carolina,US,WV,USOIQ,OIQ,Carolina,3928N 08016W,39.4804,-80.2734,America/New_York,2011-05-14
Carolina Beach,US,NC,USKIQ,KIQ,Carolina Beach,3402N 07753W,34.0352,-77.8936,America/New_York,2017-05-23
Caroline,US,WI,USKCA,KCA,Caroline,4443N 08853W,44.7208,-88.8915,America/Chicago,2017-05-23
Carouge,CH,GE,CHCRG,CRG,Carouge,4611N 00608E,46.1810,6.1392,Europe/Zurich,2015-06-08
Carpenter,US,SD,USCP5,CP5,Carpenter,4438N 09754W,44.6375,-97.9168,America/Chicago,2017-05-23
Carpentersville,US,IL,USCRV,CRV,Carpentersville,,42.1211,-88.2579,America/Chicago,2017-05-23
Carpinteria,US,CA,USCPT,CPT,Carpinteria,,34.3989,-119.5185,America/Los_Angeles,2017-03-09
Carrabelle,US,FL,USCRB,CRB,Carrabelle,,29.8533,-84.6643,America/New_York,2017-03-09
Carrboro,US,NC,USZRR,ZRR,Carrboro,3555N 07905W,35.9101,-79.0753,America/New_York,2017-05-23
Carrier,US,OK,USZ2B,Z2B,Carrier,3628N 09801W,36.4770,-98.0223,America/Chicago,2017-03-09
Carrier Mills,US,IL,USCM9,CM9,Carrier Mills,3741N 08837W,37.6842,-88.6328,America/Chicago,2017-05-23
Carriere,US,MS,USTKX,TKX,Carriere,3037N 08939W,30.6169,-89.6526,America/Chicago,2013-05-05
Carrington,US,ND,USIGO,IGO,Carrington,4726N 09907W,47.4497,-99.1262,America/Chicago,2017-05-23
Carrizozo,US,NM,USUFH,UFH,Carrizozo,,33.6417,-105.8772,America/Denver,2017-03-09
Carroll,US,IA,USCIN,CIN,Carroll,,42.0641,-94.8680,America/Chicago,2017-05-23
Carroll,US,NE,USR9L,R9L,Carroll,4216N 09711W,42.2761,-97.1892,America/Chicago,2017-03-09
Carroll,US,OH,USCWU,CWU,Carroll,3948N 08242W,39.7989,-82.7010,America/New_York,2017-05-23
Carrollton,US,AL,USC2R,C2R,Carrollton,3315N 08805W,33.2617,-88.0950,America/Chicago,2017-04-28
Carrollton,US,GA,USCRR,CRR,Carrollton,,33.5801,-85.0766,America/New_York,2017-03-09
Carrollton,US,IL,USC5K,C5K,Carrollton,3917N 09024W,39.3023,-90.4071,America/Chicago,2017-05-23
Carrollton,US,KY,USCRK,CRK,Carrollton,3840N 08510W,38.6809,-85.1794,America/New_York,2017-03-09
Carrollton,US,MI,USKJR,KJR,Carrollton,4327N 08355W,43.4586,-83.9303,America/Detroit,2017-05-23
Carrollton,US,MO,USCR2,CR2,Carrollton,3921N 09330W,39.3584,-93.4958,America/Chicago,2017-05-23
Carrollton,US,OH,USCQR,CQR,Carrollton,,40.5728,-81.0857,America/New_York,2017-05-23
Carrollton,US,TX,USCAX,CAX,Carrollton,,32.9537,-96.8903,America/Chicago,2017-03-09
Carrollton,US,VA,USQLN,QLN,Carrollton,3656N 07633W,36.9468,-76.5605,America/New_York,2011-05-14
