name,country_code,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Kameyama,JP,JPKAY,KAY,Kameyama,3451N 13626E,34.85,136.45,Asia/Tokyo,2017-07-22
Kamienna Góra,PL,PLKAG,KAG,Kamienna Gora,5047N 01602E,50.78314,16.03037,Europe/Warsaw,2015-09-04
Kamienna Góra,PL,PLKAM,KAM,Kamienna Gora,5431N 01833E,50.78314,16.03037,Europe/Warsaw,2015-09-04
Kamina,CD,CDKMN,KMN,Kamina,,-8.73508,24.99798,Africa/Lubumbashi,2016-11-22
Kamloops,CA,CAKML,KML,Kamloops,,50.66648,-120.3192,America/Vancouver,2019-02-26
Kamo,JP,JPKMO,KMO,Kamo,,37.66442,139.03502,Asia/Tokyo,2017-07-22
Kamp-Lintfort,DE,DEKLF,KLF,Kamp-Lintfort,5130N 00631E,51.504670000000004,6.54587,Europe/Berlin,2015-09-04
Kampala,UG,UGKLA,KLA,Kampala,,0.31628,32.582190000000004,Africa/Kampala,2019-09-05
Kampar,MY,MYKMR,KMR,Kampar,0418N 10109E,4.3,101.15,Asia/Kuala_Lumpur,2012-01-17
Kampen,NL,NLKAM,KAM,Kampen,,52.555,5.91111,Europe/Amsterdam,2019-09-05
Kamphaeng Phet,TH,THKPT,KPT,Kamphaeng Phet,1628N 09931E,16.483439999999998,99.52153,Asia/Bangkok,2012-01-16
Kampot,KH,KHKMT,KMT,Kampot,,10.61041,104.18145,Asia/Phnom_Penh,2015-07-13
Kamyshin,RU,RUKAM,KAM,Kamyshin,5006N 04524E,50.09833,45.41601,Europe/Volgograd,2019-09-05
Kananga,CD,CDKGA,KGA,Kananga,,-5.89624,22.41659,Africa/Lubumbashi,2016-12-31
Kanash,RU,RUKBR,KBR,Kanash,5530N 04729E,55.50962,47.49127,Europe/Moscow,2019-09-05
Kanata,CA,CAKAN,KAN,Kanata,,45.3001,-75.91606,America/Toronto,2019-08-07
Kanazawa,JP,JPKNZ,KNZ,Kanazawa,,36.6,136.61667,Asia/Tokyo,2019-02-27
Kanchanaburi,TH,THKCB,KCB,Kanchanaburi,1401N 09931E,14.00412,99.54831999999999,Asia/Bangkok,2015-03-04
Kanchipuram,IN,INKCP,KCP,Kanchipuram,1250N 07943E,12.83515,79.70006,Asia/Kolkata,2019-03-09
Kandalaksha,RU,RUKAN,KAN,Kandalaksha,,67.15123,32.41284,Europe/Moscow,2020-04-04
Kandana,LK,LKKDA,KDA,Kandana,0702N 07953E,7.047999999999999,79.8937,Asia/Colombo,2018-12-31
Kandi,BJ,BJKDC,KDC,Kandi,,11.13417,2.9386099999999997,Africa/Porto-Novo,2012-01-18
Kandy,LK,LKKAN,KAN,Kandy,,7.2906,80.6336,Asia/Colombo,2019-09-05
Kandyagash,KZ,KZKYH,KYH,Kandyagash,4928N 05725E,49.469120000000004,57.419140000000006,Asia/Aqtobe,2018-08-02
Kangar,MY,MYKGR,KGR,Kangar,0626N 10011E,6.4414,100.19861999999999,Asia/Kuala_Lumpur,2012-01-28
Kangasala,FI,FIKSA,KSA,Kangasala,6128N 02405E,61.46383,24.07602,Europe/Helsinki,2014-09-25
Kangding,CN,CNKGT,KGT,Kangding,3808N 10144E,30.00222,101.9569,Asia/Shanghai,2018-12-06
Kaniv,UA,UAZUN,ZUN,Kaniv,4945N 03128E,49.751870000000004,31.470029999999998,Europe/Kiev,2020-05-16
Kankan,GN,GNKNN,KNN,Kankan,,10.38542,-9.30568,Africa/Conakry,2012-06-15
Kannur,IN,INKNN,KNN,Kannur,1151N 07522E,11.867519999999999,75.35763,Asia/Kolkata,2018-04-28
Kano,NG,NGKAN,KAN,Kano,,12.000119999999999,8.51672,Africa/Lagos,2019-09-05
Kanoya,JP,JPKYA,KYA,Kanoya,,31.383329999999997,130.85,Asia/Tokyo,2017-07-22
Kanpur,IN,INKNU,KNU,Kanpur,,26.46523,80.34975,Asia/Kolkata,2015-08-08
Kanuma,JP,JPKTC,KTC,Kanuma,3634N 13944E,36.55,139.73333,Asia/Tokyo,2017-07-22
Kaohsiung,TW,TWKHH,KHH,Kaohsiung,,22.61626,120.31333000000001,Asia/Taipei,2017-09-26
Kaolack,SN,SNKLC,KLC,Kaolack,,14.15197,-16.072589999999998,Africa/Dakar,2016-12-09
Kapan,AM,AMKPN,KPN,Kapan,3912N 04624E,39.20755,46.40576,Asia/Yerevan,2016-10-07
Kapellen,BE,BEKPN,KPN,Kapellen,5119N 00426E,51.31377,4.43539,Europe/Brussels,2011-02-11
Kapiri Mposhi,ZM,ZMKAM,KAM,Kapiri Mposhi,1358S 02840E,-13.971470000000002,28.66985,Africa/Lusaka,2012-06-05
Kaposvár,HU,HUKPS,KPS,Kaposvar,4622N 01748E,46.36667,17.8,Europe/Budapest,2020-06-10
Karabulak,RU,RUKAK,KAK,Karabulak,4318N 04453E,43.30513,44.89949,Europe/Moscow,2019-09-05
Karabük,TR,TRKBK,KBK,Karabuk,4115N 03230E,41.204879999999996,32.62768,Europe/Istanbul,2015-08-01
Karachi,PK,PKKHI,KHI,Karachi,,24.8608,67.0104,Asia/Karachi,2019-12-30
Karaj,IR,IRQKC,QKC,Karaj,3549N 05100E,35.83266,50.99155,Asia/Tehran,2013-06-15
Karaman,TR,TRKMN,KMN,Karaman,,37.18111,33.215,Europe/Istanbul,2019-09-05
Karamay,CN,CNKRY,KRY,Karamay,4530N 08455E,45.58473,84.88724,Asia/Urumqi,2018-12-06
Karamsad,IN,INKMD,KMD,Karamsad,2233N 07254E,22.54243,72.90392,Asia/Kolkata,2014-10-13
Karatsu,JP,JPKAR,KAR,Karatsu,,33.4425,129.96972,Asia/Tokyo,2017-07-22
Karauli,IN,INKAU,KAU,Karauli,2630N 07701E,26.498309999999996,77.02755,Asia/Kolkata,2014-10-14
Karbala,IQ,IQKAR,KAR,Karbala,,32.61603,44.024879999999996,Asia/Baghdad,2019-12-25
Karben,DE,DEKBN,KBN,Karben,,50.23019,8.77155,Europe/Berlin,2015-09-05
Karcag,HU,HUKAR,KAR,Karcag,4718N 02055E,47.31667,20.933329999999998,Europe/Budapest,2014-11-05
Kardítsa,GR,GRKRD,KRD,Karditsa,3921N 02155E,39.36485,21.92191,Europe/Athens,2015-02-07
Karhula,FI,FIKUL,KUL,Karhula,,60.52156,26.93125,Europe/Helsinki,2015-01-17
Kariba,ZW,ZWKAB,KAB,Kariba,,-16.51667,28.8,Africa/Harare,2012-01-17
Karlovac,HR,HRKAR,KAR,Karlovac,4529N 01532E,45.49167,15.55,Europe/Zagreb,2017-10-19
Karlovo,BG,BGKVO,KVO,Karlovo,,42.63333,24.8,Europe/Sofia,2012-01-18
Karlovy Vary,CZ,CZKLV,KLV,Karlovy Vary,,50.23271,12.87117,Europe/Prague,2019-09-05
Karlsfeld,DE,DEKAD,KAD,Karlsfeld,,48.22697,11.47573,Europe/Berlin,2018-04-26
Karlshamn,SE,SEKAN,KAN,Karlshamn,5610N 01451E,56.1706,14.86188,Europe/Stockholm,2017-03-18
Karlskoga,SE,SEKSK,KSK,Karlskoga,,59.32666999999999,14.52386,Europe/Stockholm,2019-09-05
Karlskrona,SE,SEKAA,KAA,Karlskrona,5610N 01535E,56.161559999999994,15.58661,Europe/Stockholm,2019-09-05
Karlsruhe,DE,DEKAE,KAE,Karlsruhe,,49.009370000000004,8.40444,Europe/Berlin,2019-09-05
Karlstad,SE,SEKSD,KSD,Karlstad,5922N 01330E,59.3793,13.503570000000002,Europe/Stockholm,2019-09-05
Karlstadt,DE,DEKSD,KSD,Karlstadt,4958N 00946E,49.96034,9.77239,Europe/Berlin,2014-01-16
Karnobat,BG,BGKBT,KBT,Karnobat,4639N 02659E,42.65,26.98333,Europe/Sofia,2018-03-22
Karonga,MW,MWKGJ,KGJ,Karonga,,-9.93333,33.93333,Africa/Blantyre,2011-04-25
Karpinsk,RU,RUKAR,KAR,Karpinsk,5945N 06000E,59.7703,59.9964,Asia/Yekaterinburg,2019-09-05
Kars,TR,TRKSY,KSY,Kars,,40.59825,43.08548,Europe/Istanbul,2019-09-05
Kartuzy,PL,PLKTZ,KTZ,Kartuzy,5420N 01812E,54.33424,18.19735,Europe/Warsaw,2010-09-13
Karur,IN,INKAR,KAR,Karur,1057N 07805E,10.95771,78.08095,Asia/Kolkata,2014-10-14
Karviná,CZ,CZKRV,KRV,Karvina,4952N 01833E,49.854,18.54169,Europe/Prague,2019-01-25
Karwar,IN,INKRW,KRW,Karwar,,14.81361,74.12971999999999,Asia/Kolkata,2014-10-14
Kasama,JP,JPCXZ,CXZ,Kasama,3623N 14014E,36.38333,140.26667,Asia/Tokyo,2017-07-22
Kasama,ZM,ZMKAA,KAA,Kasama,,-10.21289,31.180840000000003,Africa/Lusaka,2012-01-17
Kasaoka,JP,JPKSA,KSA,Kasaoka,,34.50597,133.50391000000002,Asia/Tokyo,2017-07-22
Kasba Tadla,MA,MAKAT,KAT,Kasba Tadla,,32.5977,-6.26844,Africa/Casablanca,2016-11-02
Kasese,UG,UGKSE,KSE,Kasese,,0.18333,30.08333,Africa/Kampala,2016-06-22
Kashin,RU,RUKHN,KHN,Kashin,5721N 03736E,57.35917,37.608059999999995,Europe/Moscow,2019-09-05
Kashipur,IN,INKSR,KSR,Kashipur,2913N 07857E,29.213990000000003,78.95693,Asia/Kolkata,2014-10-14
Kashira,RU,RUKAS,KAS,Kashira,5450N 03810E,54.844440000000006,38.166940000000004,Europe/Moscow,2019-09-05
Kashiwazaki,JP,JPKWZ,KWZ,Kashiwazaki,,37.36667,138.55,Asia/Tokyo,2017-07-22
Kashmor,PK,PKKZL,KZL,Kashmor,,28.4326,69.58364,Asia/Karachi,2019-12-06
Kasimov,RU,RUKSI,KSI,Kasimov,5456N 04124E,54.941109999999995,41.39528,Europe/Moscow,2019-09-05
Kasoa,GH,GHKSA,KSA,Kasoa,0531N 00028W,5.53449,-0.41678999999999994,Africa/Accra,2019-12-06
Kasongo-Lunda,CD,CDKGN,KGN,Kasongo-Lunda,0628S 01649E,-6.478330000000001,16.81735,Africa/Kinshasa,2016-11-22
Kassala,SD,SDKSL,KSL,Kassala,,15.45099,36.39998,Africa/Khartoum,2020-01-12
Kassel,DE,DEKAS,KAS,Kassel,5119N 00930E,51.31667,9.5,Europe/Berlin,2019-09-05
Kasserine,TN,TNKSS,KSS,Kasserine,3510N 00849E,35.16758,8.83651,Africa/Tunis,2018-08-26
Kasterlee,BE,BEKSE,KSE,Kasterlee,5115N 00457E,51.24118,4.9665099999999995,Europe/Brussels,2011-02-10
Kasugai,JP,JPKGI,KGI,Kasugai,,35.24762,136.97229,Asia/Tokyo,2017-07-26
Kasukabe,JP,JPKAK,KAK,Kasukabe,3558N 13945E,35.98308,139.74966,Asia/Tokyo,2017-07-22
Kasulu,TZ,TZKSL,KSL,Kasulu,0434S 03006E,-4.57667,30.1025,Africa/Dar_es_Salaam,2016-07-26
Kasungu,MW,MWKBQ,KBQ,Kasungu,1302S 03326E,-13.03333,33.48333,Africa/Blantyre,2011-04-25
Kasur,PK,PKKUS,KUS,Kasur,,31.11866,74.45025,Asia/Karachi,2019-12-06
Kateríni,GR,GRKEI,KEI,Katerini,4016N 02230E,40.26956,22.506079999999997,Europe/Athens,2020-06-10
Kathmandu,NP,NPKTM,KTM,Kathmandu,,27.701690000000003,85.3206,Asia/Kathmandu,2019-10-18
Kati,ML,MLKAT,KAT,Kati,1244N 00804W,12.74409,-8.072569999999999,Africa/Bamako,2013-11-09
Katima Mulilo,,KAT,KAT,Katima Mulilo,1730S 02416E,-17.5,24.26667,Africa/Windhoek,2017-06-14
Katiola,CI,CIKTC,KTC,Katiola,0939N 00737W,8.13728,-5.10095,Africa/Abidjan,2016-12-18
Katowice,PL,PLKTW,KTW,Katowice,,50.25841,19.02754,Europe/Warsaw,2019-09-05
Katrineholm,SE,SEKAM,KAM,Katrineholm,,58.99587,16.20721,Europe/Stockholm,2017-03-18
Katsina,NG,NGKT7,KT7,Katsina,1259N 00735E,12.99082,7.60177,Africa/Lagos,2017-04-14
Katsuta,JP,JPKSI,KSI,Katsuta,,36.38333,140.53333,Asia/Tokyo,2018-07-04
Katwijk aan Zee,NL,NLKAZ,KAZ,Katwijk aan Zee,5212N 00425E,52.20333,4.39861,Europe/Amsterdam,2016-12-07
Kaufbeuren,DE,DEKAU,KAU,Kaufbeuren,,47.88238,10.62192,Europe/Berlin,2014-02-08
Kaunas,LT,LTKUN,KUN,Kaunas,,54.902719999999995,23.90961,Europe/Vilnius,2019-09-05
Kavadarci,MK,MKKVD,KVD,Kavadarci,4126N 02200E,41.43306,22.01194,Europe/Skopje,2015-11-08
Kavalerovo,RU,RUKAV,KAV,Kavalerovo,4415N 13503E,44.27221,135.05227,Asia/Vladivostok,2017-01-22
Kavála,GR,GRKVA,KVA,Kavala,4056N 02424E,40.93959,24.40687,Europe/Athens,2020-06-10
Kawagoe,JP,JPKWE,KWE,Kawagoe,3554N 13929E,35.908609999999996,139.48528000000002,Asia/Tokyo,2017-07-22
Kawaguchi,JP,JPKWG,KWG,Kawaguchi,3550N 13943E,35.805209999999995,139.71072,Asia/Tokyo,2019-02-28
Kawanishi,JP,JPKHW,KHW,Kawanishi,3449N 13525E,34.81667,135.41666999999998,Asia/Tokyo,2017-07-21
Kawasaki,JP,JPKWS,KWS,Kawasaki,,35.520559999999996,139.71722,Asia/Tokyo,2019-09-05
Kawit,PH,PHKWT,KWT,Kawit,1426N 12054E,14.44426,120.90163999999999,Asia/Manila,2017-12-13
Kaya,BF,BFKAY,KAY,Kaya,,13.09167,-1.08444,Africa/Ouagadougou,2012-01-18
Kayanza,BI,BIKYZ,KYZ,Kayanza,0255S 02937E,-2.9221,29.6293,Africa/Bujumbura,2012-01-19
Kayar,SN,SNKKY,KKY,Kayar,1455N 01707W,14.91893,-17.11978,Africa/Dakar,2012-12-05
Kayes,ML,MLKYS,KYS,Kayes,,14.446929999999998,-11.44448,Africa/Bamako,2019-09-05
Kazan,RU,RUKZN,KZN,Kazan,5545N 04908E,55.788740000000004,49.12214,Europe/Moscow,2019-09-05
Kazan,TR,TRKZZ,KZZ,Kazan,,40.23167,32.683890000000005,Europe/Istanbul,2012-01-18
Kazanlak,BG,BGKZK,KZK,Kazanlak,,42.61667,25.4,Europe/Sofia,2016-08-03
Kazincbarcika,HU,HUKAZ,KAZ,Kazincbarcika,4815N 02039E,48.25,20.633329999999997,Europe/Budapest,2015-06-17
Kazo,JP,JPKZO,KZO,Kazo,3607N 13936E,36.11667,139.6,Asia/Tokyo,2017-07-22
Kaédi,MR,MRKED,KED,Kaedi,1609N 01330W,16.150270000000003,-13.5037,Africa/Nouakchott,2017-08-24
Kearney,US,USKYE,KYE,Kearney,,40.699459999999995,-99.08148,America/Chicago,2017-03-09
Kearny,US,USNYF,NYF,Kearny,3303N 11054W,40.76843,-74.14542,America/New_York,2017-05-23
Kebili,TN,TNKEB,KEB,Kebili,3342N 00858E,33.704390000000004,8.96903,Africa/Tunis,2018-08-05
Kediri,ID,IDKDR,KDR,Kediri,0748S 11200E,-7.816669999999999,112.01666999999999,Asia/Jakarta,2012-01-17
Keene,US,USK2N,K2N,Keene,3756N 08438W,42.933690000000006,-72.27814000000001,America/New_York,2017-05-23
Keene,US,USKN2,KN2,Keene,3223N 09719W,42.933690000000006,-72.27814000000001,America/New_York,2017-05-23
Keetmanshoop,,KMP,KMP,Keetmanshoop,,-26.58333,18.133329999999997,Africa/Windhoek,2012-01-14
Kefar Yona,IL,ILYON,YON,Kefar Yona,3219N 03456W,32.31669,34.93507,Asia/Jerusalem,2017-07-02
Kegalle,LK,LKKEG,KEG,Kegalle,0715N 08021E,7.2523,80.3436,Asia/Colombo,2018-12-17
Kehl,DE,DEKEH,KEH,Kehl,,48.57297,7.815230000000001,Europe/Berlin,2013-02-16
Keighley,GB,GBKEI,KEI,Keighley,5353N 00155W,53.867909999999995,-1.9066400000000001,Europe/London,2011-07-31
Kelaniya,LK,LKKNA,KNA,Kelaniya,0657N 07953E,6.9553,79.922,Asia/Colombo,2018-12-17
Kelheim,DE,DEKEM,KEM,Kelheim,,48.91725,11.88618,Europe/Berlin,2014-01-15
Keller,US,USKLR,KLR,Keller,3737N 07545W,32.93457,-97.25168000000001,America/Chicago,2017-03-09
Kelowna,CA,CAKWL,KWL,Kelowna,4957N 11922W,49.883070000000004,-119.48568,America/Vancouver,2019-02-26
Kemerovo,RU,RUKEJ,KEJ,Kemerovo,5520N 08605E,55.333330000000004,86.08333,Asia/Novokuznetsk,2019-09-05
Kempen,DE,DEKMP,KMP,Kempen,5122N 00625E,51.36432,6.41858,Europe/Berlin,2015-09-04
Kempston,GB,GBZBN,ZBN,Kempston,5206N 00029W,52.115990000000004,-0.50044,Europe/London,2011-07-31
Kempston Hardwick,GB,GBKEH,KEH,Kempston Hardwick,,52.08956,-0.49908,Europe/London,2011-03-03
Kendal,GB,GBKND,KND,Kendal,,54.326809999999995,-2.74757,Europe/London,2018-07-03
Kendall,US,USKDL,KDL,Kendall,,25.679270000000002,-80.31727,America/New_York,2011-05-14
Kendall,US,USZDL,ZDL,Kendall,4320N 07802W,25.679270000000002,-80.31727,America/New_York,2011-05-14
Kenema,SL,SLKEN,KEN,Kenema,,7.876869999999999,-11.19025,Africa/Freetown,2014-12-03
Kenilworth,GB,GBKLW,KLW,Kenilworth,,52.349579999999996,-1.58276,Europe/London,2018-07-03
Keningau,MY,MYKGU,KGU,Keningau,0520N 11610E,5.3378,116.1602,Asia/Kuching,2012-01-17
Kenora,CA,CAYQK,YQK,Kenora,,49.76741,-94.48985,America/Winnipeg,2018-01-20
Kensington,AU,AUIGL,IGL,Kensington,3355S 15113E,-33.920190000000005,151.22241,Australia/Sydney,2019-08-20
Kensington,AU,AUKGT,KGT,Kensington,3747S 14455E,-33.920190000000005,151.22241,Australia/Sydney,2019-08-20
Kensington,US,US2KT,2KT,Kensington,3904N 07634W,40.646209999999996,-73.97069,America/New_York,2017-04-16
Kensington,US,USC3A,C3A,Kensington,3754N 12216W,40.646209999999996,-73.97069,America/New_York,2017-04-16
Kensington,US,USKEN,KEN,Kensington,,40.646209999999996,-73.97069,America/New_York,2017-04-16
Kensington,US,USKSG,KSG,Kensington,4044N 08057W,40.646209999999996,-73.97069,America/New_York,2017-04-16
Kensington,US,USKTP,KTP,Kensington,,40.646209999999996,-73.97069,America/New_York,2017-04-16
Kensington,US,USKXX,KXX,Kensington,4138N 07246W,40.646209999999996,-73.97069,America/New_York,2017-04-16
Kent,US,USKJT,KJT,Kent,4512N 12041W,41.15367,-81.35789,America/New_York,2017-05-23
Kent,US,USKTV,KTV,Kent,4144N 07328W,41.15367,-81.35789,America/New_York,2017-05-23
Kentwood,US,USKNU,KNU,Kentwood,,42.86947,-85.64475,America/Detroit,2017-05-23
Kenwood,US,USKE7,KE7,Kenwood,3824N 12232W,41.8092,-87.59755,America/Chicago,2017-12-13
Kerch,UA,UAKEH,KEH,Kerch,4521N 03629E,45.35675,36.47542,Europe/Simferopol,2019-10-21
Kericho,KE,KEKEY,KEY,Kericho,,-0.36774,35.28314,Africa/Nairobi,2017-11-07
Kerkrade,NL,NLKER,KER,Kerkrade,,50.865829999999995,6.0625,Europe/Amsterdam,2019-01-14
Kerman,IR,IRKER,KER,Kerman,,30.283209999999997,57.078790000000005,Asia/Tehran,2019-09-05
Kermanshah,IR,IRKMS,KMS,Kermanshah,3118N 05452E,34.314170000000004,47.065,Asia/Tehran,2016-11-01
Kerpen,DE,DEKER,KER,Kerpen,,50.86991,6.696910000000001,Europe/Berlin,2015-09-04
Kerpen,DE,DEKRP,KRP,Kerpen,5052N 00641E,50.86991,6.696910000000001,Europe/Berlin,2015-09-04
Kertih,MY,MYKET,KET,Kertih,0431N 10327E,4.5141,103.4483,Asia/Kuala_Lumpur,2012-01-17
Keshod,IN,INIXK,IXK,Keshod,,21.303279999999997,70.24861,Asia/Kolkata,2014-10-13
Kessel-Lo,BE,BEKSO,KSO,Kessel-Lo,5054N 00445E,50.885490000000004,4.73717,Europe/Brussels,2020-05-25
Keswick,CA,CAKWK,KWK,Keswick,4414N 07928W,44.25011,-79.46632,America/Toronto,2010-08-23
Keszthely,HU,HUKEZ,KEZ,Keszthely,4646N 01715E,46.76812,17.243170000000003,Europe/Budapest,2015-06-17
Keta,GH,GHKIT,KIT,Keta,,5.91793,0.9878899999999999,Africa/Accra,2019-12-06
Kettering,GB,GBKTR,KTR,Kettering,,52.39836,-0.7257100000000001,Europe/London,2017-06-12
Kettering,US,USNGG,NGG,Kettering,3853N 07649W,39.6895,-84.16883,America/New_York,2017-05-23
Kevelaer,DE,DEKEV,KEV,Kevelaer,,51.58243,6.24603,Europe/Berlin,2019-09-05
Kew,AU,AUWEK,WEK,Kew,3749S 14502E,-37.80639,145.03086000000002,Australia/Melbourne,2019-07-18
Keynsham,GB,GBKYS,KYS,Keynsham,5124N 00229W,51.41387,-2.4978,Europe/London,2017-06-12
Keysborough,AU,AUKBO,KBO,Keysborough,3801S 14510E,-37.99116,145.17385,Australia/Melbourne,2019-07-18
Keystone,US,USJYS,JYS,Keystone,4036N 08516W,28.15585,-82.62120999999999,America/New_York,2011-05-14
Keystone,US,USKS4,KS4,Keystone,3934N 08012W,28.15585,-82.62120999999999,America/New_York,2011-05-14
Keystone,US,USKTE,KTE,Keystone,4354N 10325W,28.15585,-82.62120999999999,America/New_York,2011-05-14
Keystone,US,USKYS,KYS,Keystone,3935N 10557W,28.15585,-82.62120999999999,America/New_York,2011-05-14
Kfar Saba,IL,ILKLS,KLS,Kfar Saba,3210N 03454E,32.175,34.906940000000006,Asia/Jerusalem,2017-07-02
Khabarovsk,RU,RUKHV,KHV,Khabarovsk,,48.48271,135.08379,Asia/Vladivostok,2019-09-05
Khairpur,PK,PKKHP,KHP,Khairpur,,28.06437,69.70363,Asia/Karachi,2019-12-06
Khammam,IN,INKHM,KHM,Khammam,1715N 08009E,17.24767,80.14368,Asia/Kolkata,2014-10-12
Khanpur,PK,PKKPR,KPR,Khanpur,,28.64739,70.65694,Asia/Karachi,2019-12-06
Khanty-Mansiysk,RU,RUKHM,KHM,Khanty-Mansiysk,6059N 06900E,61.004169999999995,69.00194,Asia/Yekaterinburg,2019-09-05
Kharagpur,IN,INKGR,KGR,Kharagpur,2220N 08720E,25.12446,86.55578,Asia/Kolkata,2014-10-14
Kharian,PK,PKQKH,QKH,Kharian,,32.81612,73.88696999999999,Asia/Karachi,2019-12-06
Kharkiv,UA,UAKIV,KIV,Kharkiv,5000N 03615E,49.98081,36.252720000000004,Europe/Kiev,2017-06-22
Khartoum,SD,SDKRT,KRT,Khartoum,,15.551770000000001,32.53241,Africa/Khartoum,2011-10-26
Khasab,OM,OMKHS,KHS,Khasab,,26.17993,56.24774,Asia/Muscat,2017-04-25
Khashuri,GE,GEKHI,KHI,Khashuri,4159N 04335E,41.99414,43.599940000000004,Asia/Tbilisi,2014-03-15
Khatauli,IN,INKHU,KHU,Khatauli,2917N 07743E,29.278440000000003,77.73302,Asia/Kolkata,2015-09-06
Kheda,IN,INKHE,KHE,Kheda,2245N 07241E,22.75218,72.68533000000001,Asia/Kolkata,2014-10-13
Khemis Miliana,DZ,DZKHM,KHM,Khemis Miliana,3615N 00212E,36.26104,2.22015,Africa/Algiers,2019-09-01
Khemisset,MA,MAKHE,KHE,Khemisset,,33.824040000000004,-6.066269999999999,Africa/Casablanca,2016-11-02
Khenifra,MA,MAKHF,KHF,Khenifra,3256N 00540W,32.93492,-5.66167,Africa/Casablanca,2016-11-02
Kheri,IN,INLAH,LAH,Kheri,2754N 08048E,27.903540000000003,80.79754,Asia/Kolkata,2015-09-06
Kherson,UA,UAKHE,KHE,Kherson,4637N 03237E,46.63695,32.61458,Europe/Kiev,2020-05-20
Khewra,PK,PKKWA,KWA,Khewra,,32.6491,73.01059000000001,Asia/Karachi,2019-12-06
Khimki,RU,RUKKI,KKI,Khimki,5554N 03726E,55.897040000000004,37.42969,Europe/Moscow,2019-09-05
Kholmsk,RU,RUKHO,KHO,Kholmsk,4703N 14203E,47.04737,142.05048,Asia/Sakhalin,2012-10-06
Khon Buri,TH,THKHB,KHB,Khon Buri,1431N 10215E,14.52541,102.24591,Asia/Bangkok,2012-01-16
Khon Kaen,TH,THKKC,KKC,Khon Kaen,1626N 10250E,16.44671,102.833,Asia/Bangkok,2015-03-04
Khopoli,IN,INKPL,KPL,Khopoli,1847N 07320E,18.78562,73.34589,Asia/Kolkata,2014-10-13
Khorramabad,IR,IRKHD,KHD,Khorramabad,,33.48778,48.35583,Asia/Tehran,2016-01-23
Khorramshahr,IR,IRKHO,KHO,Khorramshahr,,30.440790000000003,48.18428,Asia/Tehran,2014-09-04
Khouribga,MA,MAKHA,KHA,Khouribga,,32.88108,-6.9063,Africa/Casablanca,2016-11-02
Khovd,MN,MNHVD,HVD,Khovd,,48.005559999999996,91.64194,Asia/Hovd,2017-06-22
Khowai,IN,INIXN,IXN,Khowai,,24.079639999999998,91.59971999999999,Asia/Kolkata,2018-05-27
Khromtau,KZ,KZKHR,KHR,Khromtau,5015N 05826E,50.25117,58.44003000000001,Asia/Aqtobe,2018-08-07
Khujand,TJ,TJKHU,KHU,Khujand,4016N 06937E,40.28256,69.62216,Asia/Dushanbe,2020-01-17
Khulna,BD,BDKHL,KHL,Khulna,,22.80979,89.56439,Asia/Dhaka,2016-11-09
Khuzdar,PK,PKKDD,KDD,Khuzdar,,27.81193,66.61095999999999,Asia/Karachi,2019-12-06
Kiambu,KE,KEKIA,KIA,Kiambu,0110S 03650E,-1.17139,36.83556,Africa/Nairobi,2017-11-07
Kibaha,TZ,TZKIB,KIB,Kibaha,0646S 03855E,-6.7666699999999995,38.91667,Africa/Dar_es_Salaam,2016-07-26
Kibondo,TZ,TZKBD,KBD,Kibondo,0335S 03043E,-3.58639,30.72028,Africa/Dar_es_Salaam,2018-12-04
Kidatu,TZ,TZKDT,KDT,Kidatu,0742S 03657E,-7.699160000000001,36.95722,Africa/Dar_es_Salaam,2016-07-26
Kidderminster,GB,GBKDM,KDM,Kidderminster,5223N 00215W,52.38819,-2.25,Europe/London,2017-06-12
Kidlington,GB,GBKZO,KZO,Kidlington,5149N 01170W,51.821659999999994,-1.2886,Europe/London,2018-07-03
Kiel,DE,DEKEL,KEL,Kiel,5420N 01008E,54.32133,10.134889999999999,Europe/Berlin,2019-09-05
Kielce,PL,PLKLC,KLC,Kielce,,50.870329999999996,20.62752,Europe/Warsaw,2019-09-05
Kierspe,DE,DEKSE,KSE,Kierspe,,51.134029999999996,7.59075,Europe/Berlin,2015-09-05
Kiffa,MR,MRKFA,KFA,Kiffa,,16.62073,-11.40208,Africa/Nouakchott,2019-09-05
Kifisiá,GR,GRKFS,KFS,Kifisia,3804N 02349E,38.07438,23.81106,Europe/Athens,2019-10-23
Kigali,RW,RWKGL,KGL,Kigali,,-1.94995,30.05885,Africa/Kigali,2019-09-05
Kigoma,TZ,TZTKQ,TKQ,Kigoma,,-4.87694,29.62667,Africa/Dar_es_Salaam,2019-09-05
Kijang,ID,IDKIJ,KIJ,Kijang,0540N 10437E,0.9,104.63333,Asia/Jakarta,2012-12-05
Kikinda,RS,RSKAY,KAY,Kikinda,4549N 02027E,45.82972,20.46528,Europe/Belgrade,2016-05-18
Kikwit,CD,CDKKW,KKW,Kikwit,,-5.04098,18.81619,Africa/Kinshasa,2017-07-10
Kilifi,KE,KEKLF,KLF,Kilifi,0338S 03951E,-3.63045,39.849920000000004,Africa/Nairobi,2013-06-27
Kilis,TR,TRKIL,KIL,Kilis,3643N 03707E,36.71611,37.115,Europe/Istanbul,2012-01-18
Kilkenny,IE,IEKLK,KLK,Kilkenny,,52.65416999999999,-7.2522199999999994,Europe/Dublin,2014-05-09
