name,subdivision,country_code,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Camp Pendleton,CA,US,USPPD,PPD,Camp Pendleton,3312N 11723W,33.21031,-117.39282,America/Los_Angeles,2010-02-14
Camp Point,IL,US,US3CP,3CP,Camp Point,4002N 09104W,40.03921,-91.0693,America/Chicago,2017-05-23
Camp Shelby,MS,US,USCY7,CY7,Camp Shelby,3110N 08912W,31.19834,-89.21106,America/Chicago,2013-03-08
Camp Springs,MD,US,USADW,ADW,Camp Springs,,38.804,-76.90664,America/New_York,2019-12-14
Camp Verde,AZ,US,USCP9,CP9,Camp Verde,3434N 11151W,34.56364,-111.85432,America/Phoenix,2017-03-09
Campascio,GR,CH,CHCAM,CAM,Campascio,4615N 01007E,46.24705,10.129439999999999,Europe/Zurich,2017-07-27
Campbell,CA,US,USCPB,CPB,Campbell,,37.28717,-121.94996,America/Los_Angeles,2017-03-09
Campbell,MO,US,USCPL,CPL,Campbell,,36.493390000000005,-90.07509,America/Chicago,2017-05-23
Campbell,NE,US,USCP8,CP8,Campbell,4017N 09843W,40.29835,-98.73201999999999,America/Chicago,2017-05-23
Campbell,NY,US,USCPE,CPE,Campbell,,42.805620000000005,-75.61713,America/New_York,2017-05-23
Campbell,TX,US,USAPB,APB,Campbell,3308N 09557W,33.14817,-95.95136,America/Chicago,2017-03-09
Campbell Hall,NY,US,USCEH,CEH,Campbell Hall,4127N 07416W,41.45537,-74.26265,America/New_York,2017-05-23
Campbell Hill,IL,US,USJPI,JPI,Campbell Hill,3755N 08932W,37.93005,-89.54899,America/Chicago,2017-05-23
Campbellsburg,IN,US,USAR7,AR7,Campbellsburg,3839N 08615W,38.65144,-86.26109,America/Indiana/Indianapolis,2017-05-23
Campbellsburg,KY,US,USCBU,CBU,Campbellsburg,,38.52368,-85.20273,America/New_York,2017-03-09
Campbellsport,WI,US,USQCP,QCP,Campbellsport,4335N 08816W,43.597770000000004,-88.27899000000001,America/Chicago,2017-05-23
Campbellsville,KY,US,USCMP,CMP,Campbellsville,,37.3434,-85.34191,America/New_York,2017-03-09
Campbellton,FL,US,USTCP,TCP,Campbellton,3057N 08524W,30.94935,-85.40215,America/Chicago,2017-03-09
Campo,CA,US,USCZZ,CZZ,Campo,,32.60645,-116.46891000000001,America/Los_Angeles,2011-05-14
Campobello,SC,US,USCBO,CBO,Campobello,,35.11567,-82.15011,America/New_York,2017-03-09
Campocologno,GR,CH,CHCCG,CCG,Campocologno,4614N 01008E,46.232479999999995,10.14268,Europe/Zurich,2017-07-27
Campti,LA,US,USCIM,CIM,Campti,,31.8935,-93.11822,America/Chicago,2017-03-09
Campton,KY,US,USCTP,CTP,Campton,,37.73425,-83.54741,America/New_York,2017-03-09
Camptonville,CA,US,USOVF,OVF,Camptonville,3927N 12102W,39.451840000000004,-121.04857,America/Los_Angeles,2011-05-14
Cana,VA,US,USNZJ,NZJ,Cana,3635N 08040W,36.58958,-80.67173000000001,America/New_York,2011-05-14
Canaan,CT,US,USCUM,CUM,Canaan,4201N 07320W,42.02731,-73.32928000000001,America/New_York,2017-05-23
Canaan,ME,US,US8CN,8CN,Canaan,4445N 06933W,44.76173,-69.56144,America/New_York,2017-05-23
Canaan,NH,US,USNN2,NN2,Canaan,4339N 07201W,43.64757,-72.01175,America/New_York,2017-05-23
Canaan,VT,US,USA5A,A5A,Canaan,4459N 07133W,44.996159999999996,-71.53842,America/New_York,2017-05-23
Canadian,TX,US,USXC2,XC2,Canadian,3554N 10022W,35.91282,-100.38208,America/Chicago,2017-03-09
Canadian Lakes,MI,US,USC9K,C9K,Canadian Lakes,4334N 08518W,43.579190000000004,-85.3017,America/Detroit,2017-05-23
Canajoharie,NY,US,USCJH,CJH,Canajoharie,,42.90563,-74.57181,America/New_York,2017-05-23
Canal Fulton,OH,US,USCFI,CFI,Canal Fulton,,40.88978,-81.59761999999999,America/New_York,2017-05-23
Canal Point,FL,US,USC2P,C2P,Canal Point,2651N 08038W,26.85923,-80.63367,America/New_York,2011-05-14
Canal Winchester,OH,US,USXEQ,XEQ,Canal Winchester,,39.84284,-82.80462,America/New_York,2017-05-23
Canandaigua,NY,US,USCND,CND,Canandaigua,4252N 07717W,42.87423,-77.28804000000001,America/New_York,2017-05-23
Canastota,NY,US,USCNS,CNS,Canastota,,43.07951,-75.75074000000001,America/New_York,2017-05-23
Canby,CA,US,USXC3,XC3,Canby,4126N 12052W,41.44378,-120.87024,America/Los_Angeles,2011-05-14
Canby,MN,US,USC4Y,C4Y,Canby,4442N 09616W,44.70885,-96.27643,America/Chicago,2017-05-23
Canby,OR,US,USCAB,CAB,Canby,,45.2629,-122.69259,America/Los_Angeles,2017-03-09
Candia,NH,US,US9CN,9CN,Candia,4304N 07116W,43.07786,-71.27673,America/New_York,2017-05-23
Candle,AK,US,USCDL,CDL,Candle,,65.91333,-161.92444,America/Anchorage,2010-01-30
Candler,FL,US,USFCD,FCD,Candler,2904N 08158W,29.07137,-81.96814,America/New_York,2006-01-15
Candler,NC,US,USCDF,CDF,Candler,3532N 08242W,35.5365,-82.69291,America/New_York,2017-05-23
Cando,ND,US,USXEC,XEC,Cando,,48.486670000000004,-99.20985999999999,America/Chicago,2017-05-23
Candor,NC,US,USCNR,CNR,Candor,,35.29514,-79.74531999999999,America/New_York,2017-05-23
Candor,NY,US,USD6C,D6C,Candor,4213N 07620W,42.23285,-76.34244,America/New_York,2017-05-23
Caney,KS,US,USCUQ,CUQ,Caney,3701N 09556W,37.01146,-95.93526,America/Chicago,2017-05-23
Caneyville,KY,US,USC8V,C8V,Caneyville,3725N 08629W,37.42422,-86.48831,America/Chicago,2017-03-09
Canfield,OH,US,USCNF,CNF,Canfield,,41.025059999999996,-80.76091,America/New_York,2017-05-23
Canisteo,NY,US,USC2O,C2O,Canisteo,4216N 07736W,42.27035,-77.60582,America/New_York,2017-05-23
Canistota,SD,US,USIKS,IKS,Canistota,4335N 09717W,43.59776,-97.29061999999999,America/Chicago,2017-05-23
Canmer,KY,US,USK85,K85,Canmer,3717N 08546W,37.29033,-85.76719,America/Chicago,2006-01-15
Cannelburg,IN,US,USIBU,IBU,Cannelburg,3840N 08659W,38.66977,-86.99834,America/Indiana/Vincennes,2017-05-23
Cannelton,IN,US,USCUU,CUU,Cannelton,3755N 08645W,37.91144,-86.74443000000001,America/Indiana/Tell_City,2017-05-23
Cannon Beach,OR,US,USCBX,CBX,Cannon Beach,,45.88177,-123.96431000000001,America/Los_Angeles,2010-02-17
Cannon Falls,MN,US,USCFS,CFS,Cannon Falls,,44.50691,-92.90548000000001,America/Chicago,2017-05-23
Canobbio,TI,CH,CHCAN,CAN,Canobbio,4602N 00857E,46.035920000000004,8.96605,Europe/Zurich,2017-10-27
Canoga Park,CA,US,USCPA,CPA,Canoga Park,,34.20112,-118.59813999999999,America/Los_Angeles,2018-04-18
Canon,GA,US,USCG6,CG6,Canon,3420N 08306W,34.34622,-83.10987,America/New_York,2017-03-09
Canonsburg,PA,US,USCNN,CNN,Canonsburg,,40.262570000000004,-80.18728,America/New_York,2017-05-23
Canterbury,NH,US,USNT5,NT5,Canterbury,4320N 07133W,43.33702,-71.56535,America/New_York,2017-05-23
Cantil,CA,US,USU5C,U5C,Cantil,3518N 11758W,35.30885,-117.9684,America/Los_Angeles,2006-01-15
Canto del Llano,10,PA,PACDL,CDL,Canto del Llano,0807N 08058W,8.16354,-81.1307,America/Panama,2017-08-16
Canton,CT,US,USAJX,AJX,Canton,4149N 07253W,41.82454,-72.89371,America/New_York,2017-05-23
Canton,GA,US,USCNX,CNX,Canton,,34.23676,-84.49076,America/New_York,2017-03-09
Canton,IL,US,USCTJ,CTJ,Canton,,40.55809,-90.03511999999999,America/Chicago,2017-05-23
Canton,MA,US,USACU,ACU,Canton,,42.158429999999996,-71.14477,America/New_York,2017-05-23
Canton,ME,US,US9ON,9ON,Canton,4426N 07018W,44.4408,-70.31649,America/New_York,2017-05-23
Canton,MI,US,USCNT,CNT,Canton,,42.30865,-83.48216,America/Detroit,2017-05-23
Canton,MO,US,USCNZ,CNZ,Canton,,40.1295,-91.51852,America/Chicago,2019-10-11
Canton,MS,US,USCNP,CNP,Canton,,32.61264,-90.03675,America/Chicago,2017-03-09
Canton,NC,US,USCNQ,CNQ,Canton,,35.53288,-82.83736,America/New_York,2017-05-23
Canton,NJ,US,UST9N,T9N,Canton,3928N 07524W,39.47095,-75.41492,America/New_York,2017-05-23
Canton,NY,US,USXAN,XAN,Canton,4435N 07510W,44.595620000000004,-75.16909,America/New_York,2017-05-23
Canton,OH,US,USCCO,CCO,Canton,4048N 08132W,40.79895,-81.37845,America/New_York,2018-11-28
Canton,OK,US,USAJN,AJN,Canton,3603N 09835W,36.05365,-98.58842,America/Chicago,2017-03-09
Canton,PA,US,USAOJ,AOJ,Canton,4139N 07651W,41.656459999999996,-76.85329,America/New_York,2017-05-23
Canton,SD,US,USCTK,CTK,Canton,,43.30081,-96.59281999999999,America/Chicago,2018-08-19
Canton,TX,US,USTCN,TCN,Canton,3233N 09553W,32.55652,-95.8633,America/Chicago,2017-03-09
Cantonment,FL,US,USCQF,CQF,Cantonment,3036N 08720W,30.60853,-87.33998000000001,America/Chicago,2012-09-30
Cantua Creek,CA,US,USQUK,QUK,Cantua Creek,3630N 12018W,36.50134,-120.31626999999999,America/Los_Angeles,2011-05-14
Canutillo,TX,US,USUTL,UTL,Canutillo,3155N 10637W,31.91149,-106.60027,America/Denver,2011-05-14
Canvas,WV,US,US2WV,2WV,Canvas,3816N 08046W,38.268440000000005,-80.77426,America/New_York,2006-01-15
Canyon,CA,US,USCJU,CJU,Canyon,4300N 08902W,37.83067,-122.16599,America/Los_Angeles,2016-04-25
Canyon,CA,US,USNYO,NYO,Canyon,3750N 12211W,37.83067,-122.16599,America/Los_Angeles,2016-04-25
Canyon,TX,US,USAYO,AYO,Canyon,3458N 10155W,33.592859999999995,-101.73155,America/Chicago,2006-01-15
Canyon City,TX,US,USCY3,CY3,Canyon City,2952N 09811W,29.873829999999998,-98.18779,America/Chicago,2006-01-15
Canyon Country,CA,US,USAYC,AYC,Canyon Country,3425N 11828W,34.42333,-118.47203,America/Los_Angeles,2018-04-18
Canyon Lake,CA,US,USC5L,C5L,Canyon Lake,3341N 11716W,33.67613,-117.27337,America/Los_Angeles,2006-01-15
Canyon Lake,TX,US,USZHX,ZHX,Canyon Lake,2952N 09815W,32.09622,-97.83995999999999,America/Chicago,2013-03-08
Canyonville,OR,US,USYLL,YLL,Canyonville,4256N 12316W,42.92734,-123.28116999999999,America/Los_Angeles,2017-03-09
Capac,MI,US,USXAP,XAP,Capac,4300N 08255W,43.01253,-82.92799000000001,America/Detroit,2017-05-23
Capay,CA,US,USA5Y,A5Y,Capay,3842N 12202W,39.79655,-122.08443,America/Los_Angeles,2006-01-15
Cape Blanco,OR,US,USPB7,PB7,Cape Blanco,4250N 12434W,42.83625,-124.56663999999999,America/Los_Angeles,2018-07-24
Cape Canaveral,FL,US,USCPV,CPV,Cape Canaveral,,28.458609999999997,-80.53311,America/New_York,2007-02-17
Cape Carteret,NC,US,USTPC,TPC,Cape Carteret,3441N 07704W,34.69155,-77.063,America/New_York,2017-05-23
Cape Charles,VA,US,USCCJ,CCJ,Cape Charles,,37.27008,-76.01649,America/New_York,2019-04-05
Cape Coral,FL,US,USCC2,CC2,Cape Coral,2634N 08157W,26.56285,-81.94953000000001,America/New_York,2017-03-09
Cape Elizabeth,ME,US,USCEL,CEL,Cape Elizabeth,,43.5637,-70.20005,America/New_York,2017-05-23
Cape Fear,NC,US,USCFN,CFN,Cape Fear,,35.42516,-78.81474,America/New_York,2017-05-23
Cape Girardeau,MO,US,USCGI,CGI,Cape Girardeau,,37.30588,-89.51815,America/Chicago,2017-12-29
Cape Hatteras,NC,US,USCPH,CPH,Cape Hatteras,,35.23388,-75.53641,America/New_York,2017-01-30
Cape Henlopen,DE,US,USC65,C65,Cape Henlopen,3846N 07505W,38.80317,-75.09463000000001,America/New_York,2014-10-07
Cape Henry,VA,US,USXPY,XPY,Cape Henry,3655N 07601W,36.93092,-76.01764,America/New_York,2017-07-14
Cape Lisburne,AK,US,USLUR,LUR,Cape Lisburne,,68.88112,-166.21523,America/Nome,2017-08-22
Cape May,NJ,US,USCGF,CGF,Cape May,3856N 07455W,38.935109999999995,-74.90601,America/New_York,2017-05-23
Cape May Court House,NJ,US,USZQH,ZQH,Cape May Court House,3905N 07449W,39.082609999999995,-74.82378,America/New_York,2017-05-23
Cape Neddick,ME,US,USM6C,M6C,Cape Neddick,4311N 07037W,43.1937,-70.62089,America/New_York,2017-05-23
Cape Newenham,AK,US,USEHM,EHM,Cape Newenham,,58.64815,-162.17438,America/Nome,2017-08-27
Cape Pole,AK,US,USCZP,CZP,Cape Pole,,55.957530000000006,-133.81512,America/Juneau,2020-04-29
Cape Romanzof,AK,US,USCZF,CZF,Cape Romanzof,,61.81251999999999,-166.10093999999998,America/Nome,2017-06-19
Cape Sabine,AK,US,USCSA,CSA,Cape Sabine,,68.9156,-164.6077,America/Nome,2010-01-30
Cape Spencer,AK,US,USCSP,CSP,Cape Spencer,,58.21024,-136.66538,America/Juneau,2018-05-29
Cape Vincent,NY,US,USCVI,CVI,Cape Vincent,,44.127829999999996,-76.333,America/New_York,2017-05-23
Capistrano Beach,CA,US,USCPZ,CPZ,Capistrano Beach,3327N 11740W,33.46253,-117.67172,America/Los_Angeles,2006-01-15
Capitan,CA,US,USCAP,CAP,Capitan,3427N 12002W,34.46332,-120.0432,America/Los_Angeles,2006-01-15
Capitan,NM,US,USC6P,C6P,Capitan,3332N 10534W,33.545359999999995,-105.5722,America/Denver,2017-03-09
Capitol Heights,MD,US,USACD,ACD,Capitol Heights,,38.88511,-76.91581,America/New_York,2018-01-23
Capitola,CA,US,USCGP,CGP,Capitola,3658N 12157W,36.975229999999996,-121.95329,America/Los_Angeles,2017-03-09
Capolago,TI,CH,CHCPL,CPL,Capolago,4554N 00859E,45.90368,8.97922,Europe/Zurich,2016-04-10
Capron,IL,US,USCJ7,CJ7,Capron,4223N 08844W,42.39974,-88.74038,America/Chicago,2017-05-23
Captain Cook,HI,US,US9CC,9CC,Captain Cook,1929N 15554W,19.49694,-155.92167,Pacific/Honolulu,2017-09-05
Captiva,FL,US,US4CP,4CP,Captiva,2631N 08211W,26.52202,-82.18926,America/New_York,2011-05-14
Capulin,CO,US,USC5P,C5P,Capulin,3717N 10606W,37.2839,-106.11142,America/Denver,2011-05-14
Carapichaima,CTT,TT,TTCPC,CPC,Carapichaima,1028N 06127W,10.477139999999999,-61.44744,America/Port_of_Spain,2014-02-08
Caratunk,ME,US,US9TU,9TU,Caratunk,4514N 06959W,45.233940000000004,-69.99006,America/New_York,2017-05-23
Caraway,AR,US,USXYY,XYY,Caraway,3545N 09019W,35.75813,-90.32231999999999,America/Chicago,2017-05-23
Carbon,IN,US,USC8N,C8N,Carbon,3935N 08707W,39.59782,-87.11863000000001,America/Indiana/Indianapolis,2017-05-23
Carbon Cliff,IL,US,US4CC,4CC,Carbon Cliff,4129N 09023W,41.49476,-90.39068,America/Chicago,2017-05-23
Carbondale,CO,US,USZXP,ZXP,Carbondale,3925N 10712W,39.40221,-107.21116,America/Denver,2017-03-09
Carbondale,IL,US,USMDH,MDH,Carbondale,,37.727270000000004,-89.21675,America/Chicago,2018-01-02
Carbondale,KS,US,USK7S,K7S,Carbondale,3849N 09541W,38.81862,-95.68915,America/Chicago,2017-05-23
Carbondale,OH,US,USC9D,C9D,Carbondale,3922N 08216W,39.37785,-82.27098000000001,America/New_York,2017-05-23
Carbondale,PA,US,USCQD,CQD,Carbondale,,41.57369,-75.50185,America/New_York,2017-05-23
Carbonville,UT,US,US9CB,9CB,Carbonville,3937N 11050W,39.61996,-110.83433000000001,America/Denver,2011-05-14
Carbury,ND,US,USCBY,CBY,Carbury,4853N 10033W,48.89085,-100.54459,America/Chicago,2017-05-23
Cardington,OH,US,US3OH,3OH,Cardington,4030N 08253W,40.50062,-82.89350999999999,America/New_York,2017-05-23
Carefree,AZ,US,USEFQ,EFQ,Carefree,3349N 11155W,33.82226,-111.9182,America/Phoenix,2017-03-09
Carencro,LA,US,USRCO,RCO,Carencro,3019N 09202W,30.317140000000002,-92.04901,America/Chicago,2017-03-09
Carey,OH,US,USCXJ,CXJ,Carey,4057N 08322W,39.49256,-83.10240999999999,America/New_York,2017-05-23
Careywood,ID,US,USCRY,CRY,Careywood,,48.03463,-116.64325,America/Los_Angeles,2006-01-15
Caribou,CA,US,USCI5,CI5,Caribou,4004N 12109W,40.08044,-121.15773999999999,America/Los_Angeles,2006-01-15
Caribou,ME,US,USCAR,CAR,Caribou,,46.8606,-68.01196999999999,America/New_York,2017-05-23
Carle Place,NY,US,USCPC,CPC,Carle Place,,40.7526,-73.61041,America/New_York,2017-05-23
Carleton,MI,US,USCNL,CNL,Carleton,,42.05921,-83.39076999999999,America/Detroit,2017-05-23
Carlin,NV,US,USCNV,CNV,Carlin,4043N 11606W,40.713809999999995,-116.10396999999999,America/Los_Angeles,2017-03-09
Carlinville,IL,US,USVCN,VCN,Carlinville,3917N 08954W,39.27977,-89.88176999999999,America/Chicago,2017-05-23
Carlisle,AR,US,USCUZ,CUZ,Carlisle,3447N 09145W,34.78315,-91.74651999999999,America/Chicago,2017-05-23
Carlisle,IA,US,USC9S,C9S,Carlisle,4130N 09329W,41.4986,-93.48355,America/Chicago,2017-05-23
Carlisle,IN,US,USCQI,CQI,Carlisle,,38.968379999999996,-87.40557,America/Indiana/Indianapolis,2017-05-23
Carlisle,MA,US,USCSJ,CSJ,Carlisle,4232N 07121W,42.52926,-71.3495,America/New_York,2017-05-23
Carlisle,NY,US,USCI7,CI7,Carlisle,4245N 07426W,42.757020000000004,-74.44569,America/New_York,2017-05-23
Carlisle,OH,US,USCRL,CRL,Carlisle,,39.74563,-81.36373,America/New_York,2017-05-23
Carlisle,PA,US,USUFI,UFI,Carlisle,,40.20148,-77.18887,America/New_York,2017-05-23
Carlisle,SC,US,USQLC,QLC,Carlisle,3435N 08128W,35.05706,-81.93760999999999,America/New_York,2006-01-15
Carlock,IL,US,USC9A,C9A,Carlock,4034N 08907W,40.58226,-89.13203,America/Chicago,2017-05-23
Carlos,MN,US,USVAQ,VAQ,Carlos,4558N 09517W,45.97246,-95.29226,America/Chicago,2017-05-23
Carlos Santana Avila,10,PA,PACSA,CSA,Carlos Santana Avila,0806N 08050W,8.10109,-80.83828000000001,America/Panama,2018-01-22
Carlsbad,CA,US,USCLD,CLD,Carlsbad,3309N 11720W,33.15809,-117.35059,America/Los_Angeles,2017-03-09
Carlsbad,NM,US,USCNM,CNM,Carlsbad,3225N 10413W,32.42067,-104.22884,America/Denver,2017-03-09
Carlstadt,NJ,US,USUAK,UAK,Carlstadt,,40.840379999999996,-74.0907,America/New_York,2017-05-23
Carlton,GA,US,US4CT,4CT,Carlton,3402N 08302W,34.04317,-83.03376,America/New_York,2017-03-09
Carlton,MN,US,USLRH,LRH,Carlton,4640N 09226W,46.66383,-92.42491,America/Chicago,2017-05-23
Carlton,OR,US,USAOG,AOG,Carlton,4518N 12310W,45.29428,-123.17648999999999,America/Los_Angeles,2017-03-09
Carlton,PA,US,USYCR,YCR,Carlton,4128N 08001W,41.47616,-80.01978000000001,America/New_York,2017-05-23
Carlton,TX,US,USTE2,TE2,Carlton,3155N 09810W,31.9182,-98.17198,America/Chicago,2006-01-15
Carlyle,IL,US,USIYC,IYC,Carlyle,3836N 08922W,38.61033,-89.37258,America/Chicago,2017-05-23
Carlyss,LA,US,US9SS,9SS,Carlyss,3010N 09322W,30.16882,-93.37599,America/Chicago,2011-05-14
Carman,NY,US,USCRJ,CRJ,Carman,,42.77063,-73.93346,America/New_York,2017-05-23
Carmel,CA,US,USZCA,ZCA,Carmel,3633N 12155W,34.01382,-118.49542,America/Los_Angeles,2007-04-17
Carmel,IN,US,USRML,RML,Carmel,3958N 08607W,39.97837,-86.11804000000001,America/Indiana/Indianapolis,2017-05-23
Carmel,ME,US,USC9M,C9M,Carmel,4447N 06903W,44.79757,-69.05115,America/New_York,2017-05-23
Carmel,NY,US,USCMZ,CMZ,Carmel,,41.43009,-73.68013,America/New_York,2017-05-23
Carmel Valley,CA,US,USCMV,CMV,Carmel Valley,,36.53607,-121.92801000000001,America/Los_Angeles,2006-01-15
Carmen,OK,US,USQCM,QCM,Carmen,3634N 09827W,36.578920000000004,-98.4623,America/Chicago,2017-03-09
Carmi,IL,US,USAMI,AMI,Carmi,3805N 08810W,38.09088,-88.15865,America/Chicago,2017-05-23
Carmichael,CA,US,USCM3,CM3,Carmichael,,38.617129999999996,-121.32828,America/Los_Angeles,2011-05-14
Carmichaels,PA,US,USCXK,CXK,Carmichaels,3954N 07959W,39.89674,-79.9745,America/New_York,2017-05-23
Carmine,TX,US,USC8R,C8R,Carmine,3008N 09641W,30.149379999999997,-96.68609000000001,America/Chicago,2017-03-09
Carnegie,OK,US,USNGI,NGI,Carnegie,3506N 09836W,35.10367,-98.60367,America/Chicago,2017-03-09
Carnegie,PA,US,USCRE,CRE,Carnegie,,40.40868,-80.08339000000001,America/New_York,2017-05-23
Carnelian Bay,CA,US,USNAF,NAF,Carnelian Bay,3913N 12004W,39.2113,-120.08158,America/Los_Angeles,2006-01-15
Carnesville,GA,US,USC2A,C2A,Carnesville,3422N 08314W,34.36983,-83.23516,America/New_York,2017-03-09
Carneys Point,NJ,US,USAEY,AEY,Carneys Point,3942N 07528W,39.71456,-75.48825,America/New_York,2006-01-15
Caro,MI,US,USCJO,CJO,Caro,4329N 08324W,43.49073,-83.39885,America/Detroit,2017-05-23
Carol City,FL,US,USCI3,CI3,Carol City,2556N 08016W,25.94065,-80.2456,America/New_York,2006-11-15
Carol Stream,IL,US,USACE,ACE,Carol Stream,,41.91253,-88.13479,America/Chicago,2017-05-23
Carolina,RI,US,USICO,ICO,Carolina,4127N 07140W,41.45704,-71.6634,America/New_York,2017-05-23
Carolina,WV,US,USOIQ,OIQ,Carolina,3928N 08016W,39.48036,-80.27342,America/New_York,2011-05-14
Carolina Beach,NC,US,USKIQ,KIQ,Carolina Beach,3402N 07753W,34.03517,-77.8936,America/New_York,2017-05-23
Caroline,WI,US,USKCA,KCA,Caroline,4443N 08853W,44.72081,-88.89149,America/Chicago,2017-05-23
Carouge,GE,CH,CHCRG,CRG,Carouge,4611N 00608E,46.18096,6.13921,Europe/Zurich,2015-06-08
Carpenter,SD,US,USCP5,CP5,Carpenter,4438N 09754W,44.63747,-97.91676,America/Chicago,2017-05-23
Carpentersville,IL,US,USCRV,CRV,Carpentersville,,42.121140000000004,-88.25786,America/Chicago,2017-05-23
Carpinteria,CA,US,USCPT,CPT,Carpinteria,,34.39888,-119.51846,America/Los_Angeles,2017-03-09
Carrabelle,FL,US,USCRB,CRB,Carrabelle,,29.85326,-84.66435,America/New_York,2017-03-09
Carrboro,NC,US,USZRR,ZRR,Carrboro,3555N 07905W,35.910140000000006,-79.07529,America/New_York,2017-05-23
Carrier,OK,US,USZ2B,Z2B,Carrier,3628N 09801W,36.47698,-98.02228000000001,America/Chicago,2017-03-09
Carrier Mills,IL,US,USCM9,CM9,Carrier Mills,3741N 08837W,37.68422,-88.63283,America/Chicago,2017-05-23
Carriere,MS,US,USTKX,TKX,Carriere,3037N 08939W,30.61686,-89.65256,America/Chicago,2013-05-05
Carrington,ND,US,USIGO,IGO,Carrington,4726N 09907W,47.44972,-99.12621999999999,America/Chicago,2017-05-23
Carrizo Springs,TX,US,USCZT,CZT,Carrizo Springs,,28.521929999999998,-99.86061,America/Chicago,2017-08-28
Carrizozo,NM,US,USUFH,UFH,Carrizozo,,33.641740000000006,-105.87721,America/Denver,2017-03-09
Carroll,IA,US,USCIN,CIN,Carroll,,42.06415,-94.86804000000001,America/Chicago,2017-05-23
Carroll,NE,US,USR9L,R9L,Carroll,4216N 09711W,42.276109999999996,-97.18921999999999,America/Chicago,2017-03-09
Carroll,OH,US,USCWU,CWU,Carroll,3948N 08242W,39.79895,-82.70100000000001,America/New_York,2017-05-23
Carrollton,AL,US,USC2R,C2R,Carrollton,3315N 08805W,33.26169,-88.09503000000001,America/Chicago,2017-04-28
Carrollton,GA,US,USCRR,CRR,Carrollton,,33.58011,-85.07661,America/New_York,2017-03-09
Carrollton,IL,US,USC5K,C5K,Carrollton,3917N 09024W,39.30227,-90.40706,America/Chicago,2017-05-23
Carrollton,KY,US,USCRK,CRK,Carrollton,3840N 08510W,38.6809,-85.1794,America/New_York,2017-03-09
Carrollton,MI,US,USKJR,KJR,Carrollton,4327N 08355W,43.45864,-83.93025,America/Detroit,2017-05-23
Carrollton,MO,US,USCR2,CR2,Carrollton,3921N 09330W,39.35835,-93.49577,America/Chicago,2017-05-23
Carrollton,OH,US,USCQR,CQR,Carrollton,,40.57284,-81.08565,America/New_York,2017-05-23
Carrollton,TX,US,USCAX,CAX,Carrollton,,32.95373,-96.89028,America/Chicago,2017-03-09
Carrollton,VA,US,USQLN,QLN,Carrollton,3656N 07633W,36.94682,-76.56051,America/New_York,2011-05-14
Carrolltown,PA,US,USDCW,DCW,Carrolltown,4036N 07842W,40.60285,-78.70863,America/New_York,2017-05-23
Carrs Corner,NJ,US,USC97,C97,Carrs Corner,4013N 07422W,40.23317,-74.37043,America/New_York,2017-05-23
Carson,CA,US,USCRU,CRU,Carson,,33.83141,-118.28201999999999,America/Los_Angeles,2017-03-09
Carson,MS,US,USRNM,RNM,Carson,3132N 08947W,31.53795,-89.79508,America/Chicago,2006-01-15
Carson,ND,US,US5ON,5ON,Carson,4625N 10134W,46.41778,-101.56487,America/Denver,2017-05-23
Carson,NM,US,USC5S,C5S,Carson,3621N 10545W,36.364470000000004,-105.76529,America/Denver,2006-01-15
Carson,WA,US,USRZQ,RZQ,Carson,4543N 12149W,45.725390000000004,-121.81924,America/Los_Angeles,2011-05-14
Carson City,NV,US,USCSN,CSN,Carson City,,39.1638,-119.7674,America/Los_Angeles,2019-09-05
Carsonville,MI,US,USCSU,CSU,Carsonville,,43.426970000000004,-82.67132,America/Detroit,2017-05-23
Carter,KY,US,USZQR,ZQR,Carter,3825N 08307W,38.42897,-83.12073000000001,America/New_York,2006-01-15
Carter,MT,US,USTJQ,TJQ,Carter,4746N 11057W,47.781079999999996,-110.95634,America/Denver,2011-05-14
Carter,OK,US,USTQR,TQR,Carter,3513N 09930W,35.21894,-99.50565,America/Chicago,2017-03-09
Carter Lake,IA,US,USCTR,CTR,Carter Lake,,41.29055,-95.91807,America/Chicago,2017-05-23
Carteret,NJ,US,USCSF,CSF,Carteret,,40.577329999999996,-74.2282,America/New_York,2017-05-23
Cartersville,GA,US,USUFK,UFK,Cartersville,,34.16533,-84.80230999999999,America/New_York,2017-03-09
Cartersville,SC,US,USVYZ,VYZ,Cartersville,3405N 08001W,34.08627,-80.02868000000001,America/New_York,2006-01-15
Carterville,IL,US,US4CV,4CV,Carterville,3745N 08904W,37.76005,-89.0773,America/Chicago,2017-03-09
Carterville,LA,US,USAV7,AV7,Carterville,3258N 09335W,32.96986,-93.58823000000001,America/Chicago,2006-01-15
Carthage,IL,US,USRTG,RTG,Carthage,4024N 09108W,40.41643,-91.13625,America/Chicago,2017-05-23
Carthage,IN,US,USCAW,CAW,Carthage,,39.73838,-85.57191999999999,America/Indiana/Indianapolis,2017-05-23
Carthage,MO,US,USCJQ,CJQ,Carthage,,37.17645,-94.31022,America/Chicago,2017-05-23
Carthage,MS,US,USCGT,CGT,Carthage,,31.526559999999996,-91.44595,America/Chicago,2006-01-15
Carthage,NC,US,USTAG,TAG,Carthage,3520N 07925W,35.34599,-79.41696999999999,America/New_York,2017-03-09
