name,subdivision,country_code,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Aadorf,TG,CH,CHARF,ARF,Aadorf,4729N 00854E,47.49204,8.90099,Europe/Zurich,2013-03-28
Aarau,AG,CH,CHAAR,AAR,Aarau,,47.392540000000004,8.04422,Europe/Zurich,2020-06-29
Aarberg,BE,CH,CHABG,ABG,Aarberg,4703N 00717E,47.04439,7.27578,Europe/Zurich,2013-02-28
Aarburg,AG,CH,CHAAB,AAB,Aarburg,4718N 00753E,47.32067,7.89986,Europe/Zurich,2019-09-11
Aaron,GA,US,USOQU,OQU,Aaron,3234N 08159W,32.568220000000004,-81.99234,America/New_York,2006-01-15
Aaronsburg,PA,US,USAA7,AA7,Aaronsburg,4053N 07727W,40.89979,-77.45331999999999,America/New_York,2017-05-23
Aarwangen,BE,CH,CHAWG,AWG,Aarwangen,4714N 00745E,47.23845,7.76854,Europe/Zurich,2013-03-01
Abbeville,AL,US,USABB,ABB,Abbeville,,31.57184,-85.25049,America/Chicago,2017-03-09
Abbeville,LA,US,USUAB,UAB,Abbeville,,29.97465,-92.13429000000001,America/Chicago,2017-03-09
Abbeville,MS,US,USAV4,AV4,Abbeville,3430N 08930W,34.50316,-89.50314,America/Chicago,2017-03-09
Abbeville,SC,US,USABF,ABF,Abbeville,,34.17817,-82.37901,America/New_York,2017-03-09
Abbotsford,WI,US,USABD,ABD,Abbotsford,,44.94636,-90.31597,America/Chicago,2017-05-23
Abbott,TX,US,US9AB,9AB,Abbott,3153N 09704W,31.88488,-97.07334,America/Chicago,2017-03-09
Abbott Park,IL,US,USABJ,ABJ,Abbott Park,4219N 08751W,41.72087,-87.62171,America/Chicago,2006-01-15
Abbottstown,PA,US,USAQW,AQW,Abbottstown,3953N 07659W,39.88649,-76.9847,America/New_York,2017-05-23
Abbyville,KS,US,USA4B,A4B,Abbyville,3758N 09812W,37.97085,-98.20423000000001,America/Chicago,2017-05-23
Abercrombie,ND,US,USAC8,AC8,Abercrombie,4626N 09643W,46.44774,-96.73036,America/Chicago,2017-05-23
Aberdeen,ID,US,USAPD,APD,Aberdeen,4256N 11250W,42.94408,-112.83833,America/Boise,2017-03-09
Aberdeen,KY,US,USABK,ABK,Aberdeen,3715N 08641W,37.25394,-86.68165,America/Chicago,2006-01-15
Aberdeen,MD,US,USAPG,APG,Aberdeen,,39.50956,-76.16412,America/New_York,2017-09-24
Aberdeen,MS,US,USAEK,AEK,Aberdeen,3349N 08833W,33.825109999999995,-88.54366,America/Chicago,2017-03-09
Aberdeen,NC,US,USUAE,UAE,Aberdeen,,35.13155,-79.42948,America/New_York,2017-03-09
Aberdeen,OH,US,USAHD,AHD,Aberdeen,3839N 08345W,38.65563,-83.76103,America/New_York,2017-05-23
Aberdeen,SD,US,USABR,ABR,Aberdeen,4527N 09829W,45.4647,-98.48648,America/Chicago,2017-05-23
Aberdeen,WA,US,USGHR,GHR,Aberdeen,4658N 12349W,46.97537,-123.81572,America/Los_Angeles,2017-03-09
Abernathy,TX,US,USUAF,UAF,Abernathy,,33.8323,-101.84295,America/Chicago,2017-03-09
Abilene,KS,US,USABZ,ABZ,Abilene,,38.91722,-97.21391,America/Chicago,2019-09-05
Abilene,TX,US,USABI,ABI,Abilene,,32.44874,-99.73314,America/Chicago,2019-09-05
Abingdon,IL,US,USABG,ABG,Abingdon,,40.80448,-90.4018,America/Chicago,2017-05-23
Abingdon,MD,US,USNGD,NGD,Abingdon,3927N 07616W,39.46233,-76.27911999999999,America/New_York,2010-09-05
Abingdon,VA,US,USVJI,VJI,Abingdon,3642N 08159W,36.70983,-81.97735,America/New_York,2017-04-08
Abington,MA,US,USUUM,UUM,Abington,4207N 07056W,42.104820000000004,-70.94532,America/New_York,2017-05-23
Abington,PA,US,USAP3,AP3,Abington,4007N 07507W,40.120670000000004,-75.11795,America/New_York,2017-05-23
Abiquiu,NM,US,USAQ2,AQ2,Abiquiu,3612N 10619W,36.207240000000006,-106.31863999999999,America/Denver,2011-05-14
Abita Springs,LA,US,USTPG,TPG,Abita Springs,3028N 09002W,30.478640000000002,-90.04008,America/Chicago,2017-03-09
Aboa,,AQ,AQABA,ABA,Aboa,7303S 01325W,-73.05,-13.416670000000002,Antarctica/McMurdo,2008-01-02
Abrams,WI,US,USQYA,QYA,Abrams,4446N 08803W,44.77916,-88.05983,America/Chicago,2017-05-23
Absecon,NJ,US,USACX,ACX,Absecon,3925N 07429W,39.42845,-74.49571,America/New_York,2017-05-23
Abtwil,SG,CH,CHABT,ABT,Abtwil,4725N 00919E,47.42373,9.32113,Europe/Zurich,2013-06-14
Acajutla,,SV,SVAQJ,AQJ,Acajutla,,13.566670000000002,-89.83333,America/El_Salvador,2006-10-29
Acampo,CA,US,USAA4,AA4,Acampo,3810N 12117W,38.174640000000004,-121.27856000000001,America/Los_Angeles,2011-05-14
Acarigua,,VE,VEAGV,AGV,Acarigua,,9.55342,-69.23754,America/Caracas,2007-01-03
Accident,MD,US,USAJT,AJT,Accident,3938N 07919W,39.6287,-79.31976,America/New_York,2017-03-09
Accokeek,MD,US,USJOK,JOK,Accokeek,3840N 07701W,38.66762,-77.02831,America/New_York,2011-05-14
Accomac,VA,US,USAQC,AQC,Accomac,3743N 07539W,37.719570000000004,-75.66548,America/New_York,2017-03-09
Accord,MA,US,USA8C,A8C,Accord,4210N 07053W,42.17455,-70.88365999999999,America/New_York,2017-05-23
Accord,NY,US,USAC9,AC9,Accord,4147N 07413W,41.78565,-74.22904,America/New_York,2017-05-23
Ackerman,MS,US,USUAG,UAG,Ackerman,3318N 08910W,33.31012,-89.17284000000001,America/Chicago,2017-03-09
Ackley,IA,US,USAKY,AKY,Ackley,,42.55415,-93.05326,America/Chicago,2017-05-23
Aclens,VD,CH,CHACL,ACL,Aclens,4634N 00631E,46.56825,6.51091,Europe/Zurich,2017-07-26
Acme,MI,US,USDMF,DMF,Acme,4446N 08530W,44.77195,-85.50146,America/Detroit,2019-10-16
Acme,WA,US,USQZA,QZA,Acme,4843N 12212W,48.71706,-122.20516,America/Los_Angeles,2011-05-14
Acquarossa,TI,CH,CHACQ,ACQ,Acquarossa,4627N 00857E,46.45473,8.94261,Europe/Zurich,2017-09-13
Acra,NY,US,USQCA,QCA,Acra,4218N 07403W,42.31092,-74.05541,America/New_York,2017-05-23
Acton,CA,US,USAXJ,AXJ,Acton,3428N 11811W,34.46999,-118.19673999999999,America/Los_Angeles,2014-10-08
Acton,IN,US,UST5C,T5C,Acton,3939N 08558W,39.6556,-85.96693,America/Indiana/Indianapolis,2017-05-23
Acton,MA,US,USUAH,UAH,Acton,,42.48509,-71.43284,America/New_York,2017-05-23
Acton,ME,US,US8ON,8ON,Acton,4332N 07054W,43.53425,-70.90978,America/New_York,2017-05-23
Acton,TX,US,USTZO,TZO,Acton,3226N 09741W,32.44681,-97.6903,America/Chicago,2006-01-15
Acushnet,MA,US,USKUS,KUS,Acushnet,4140N 07054W,41.680659999999996,-70.90782,America/New_York,2017-05-23
Acworth,GA,US,USAWR,AWR,Acworth,,34.06635,-84.67837,America/New_York,2017-03-09
Acworth,NH,US,US6WT,6WT,Acworth,4313N 07217W,43.21785,-72.29203000000001,America/New_York,2017-05-23
Ada,MI,US,USADZ,ADZ,Ada,,42.9542,-85.48891,America/Detroit,2017-05-23
Ada,MN,US,USDD2,DD2,Ada,4718N 09631W,47.299690000000005,-96.51535,America/Chicago,2017-05-23
Ada,OH,US,USAJJ,AJJ,Ada,4046N 08349W,40.7695,-83.82271,America/New_York,2017-05-23
Ada,OK,US,USADT,ADT,Ada,,34.77453,-96.67834,America/Chicago,2017-03-09
Adair,IA,US,USA59,A59,Adair,4130N 09438W,41.49971,-94.63914,America/Chicago,2017-05-23
Adair,OK,US,US2AR,2AR,Adair,3626N 09516W,36.43676,-95.27136,America/Chicago,2017-03-09
Adairsville,GA,US,USADV,ADV,Adairsville,,34.3687,-84.93411,America/New_York,2017-03-09
Adairville,KY,US,USAD3,AD3,Adairville,3640N 08651W,36.66754,-86.85194,America/Chicago,2017-03-09
Adak,AK,US,USAXK,AXK,Adak,5152N 17639E,51.87395,-176.63402,America/Adak,2017-11-13
Adams,MA,US,USUAN,UAN,Adams,,42.62425,-73.1176,America/New_York,2017-05-23
Adams,OR,US,USUAT,UAT,Adams,,45.76735,-118.56246999999999,America/Los_Angeles,2017-03-09
Adams,TN,US,USAKM,AKM,Adams,3635N 08704W,36.58227,-87.06555999999999,America/Chicago,2017-03-09
Adams,WI,US,USAZM,AZM,Adams,4357N 08948W,43.95608,-89.81818,America/Chicago,2017-05-23
Adams Center,NY,US,USADH,ADH,Adams Center,4349N 07601W,43.86006,-76.00548,America/New_York,2017-05-23
Adams City,CO,US,USYP2,YP2,Adams City,3949N 10455W,39.82665,-104.92886999999999,America/Denver,2007-02-14
Adams Run,SC,US,USUAJ,UAJ,Adams Run,3243N 08021W,32.720729999999996,-80.34816,America/New_York,2006-01-15
Adamston,WV,US,USDST,DST,Adamston,3917N 08021W,39.29064,-80.35786999999999,America/New_York,2006-01-15
Adamstown,MD,US,USAN6,AN6,Adamstown,3918N 07728W,39.31094,-77.47471,America/New_York,2011-05-14
Adamstown,PA,US,USAEJ,AEJ,Adamstown,4014N 07604W,40.2412,-76.05633,America/New_York,2017-05-23
Adamsville,AL,US,US6LA,6LA,Adamsville,3336N 08657W,33.60094,-86.95611,America/Chicago,2017-03-09
Adamsville,TN,US,USUAM,UAM,Adamsville,,35.23591,-88.3906,America/Chicago,2017-03-09
Addis,LA,US,USADD,ADD,Addis,,30.3538,-91.26539,America/Chicago,2017-03-09
Addison,AL,US,USADS,ADS,Addison,,34.20232,-87.1814,America/Chicago,2017-03-09
Addison,IL,US,USUAP,UAP,Addison,,41.9317,-87.98895999999999,America/Chicago,2017-05-23
Addison,ME,US,USIAB,IAB,Addison,4437N 06745W,44.61841,-67.74416,America/New_York,2017-05-23
Addison,MI,US,USYAI,YAI,Addison,4159N 08421W,41.98643,-84.34716999999999,America/Detroit,2017-05-23
Addison,NY,US,USXDS,XDS,Addison,4206N 07714W,42.10285,-77.23359,America/New_York,2017-05-23
Addison,OH,US,USADX,ADX,Addison,,38.88619,-82.14626,America/New_York,2017-05-23
Addison,PA,US,USQDS,QDS,Addison,3944N 07920W,39.7473,-79.3392,America/New_York,2017-05-23
Addison,TX,US,USDDX,DDX,Addison,3258N 09650W,32.96179,-96.82916999999999,America/Chicago,2017-03-09
Addyston,OH,US,USUAS,UAS,Addyston,,39.136720000000004,-84.70911,America/New_York,2017-05-23
Adel,GA,US,USADE,ADE,Adel,,31.13727,-83.42408,America/New_York,2017-03-09
Adel,IA,US,USZAE,ZAE,Adel,4137N 09401W,41.61443,-94.01745,America/Chicago,2017-05-23
Adelanto,CA,US,USADU,ADU,Adelanto,3434N 11724W,34.582770000000004,-117.40921999999999,America/Los_Angeles,2017-03-09
Adelboden,BE,CH,CHADL,ADL,Adelboden,4629N 00734E,46.49142,7.56031,Europe/Zurich,2017-01-13
Adell,WI,US,USAJD,AJD,Adell,4337N 08757W,43.61916,-87.95204,America/Chicago,2017-05-23
Adelphi,MD,US,USA9D,A9D,Adelphi,3859N 07658W,39.003170000000004,-76.97192,America/New_York,2011-05-14
Adelphia,NJ,US,USAHP,AHP,Adelphia,4013N 07415W,40.21817,-74.25626,America/New_York,2017-05-23
Adger,AL,US,USAGE,AGE,Adger,,33.37706,-87.09361,America/Chicago,2006-01-15
Adkins,TX,US,USRZU,RZU,Adkins,2923N 09814W,29.393009999999997,-98.23723000000001,America/Chicago,2006-01-15
Adligenswil,LU,CH,CHADI,ADI,Adligenswil,4704N 00822E,47.06521,8.361239999999999,Europe/Zurich,2014-04-04
Adliswil,ZH,CH,CHADW,ADW,Adliswil,4719N 00831E,47.30997,8.52462,Europe/Zurich,2013-03-28
Adrian,MI,US,USADG,ADG,Adrian,,41.89755,-84.03716999999999,America/Detroit,2017-05-23
Adrian,MN,US,USAI4,AI4,Adrian,4338N 09555W,43.63663,-95.93419,America/Chicago,2017-05-23
Adrian,OH,US,USAQA,AQA,Adrian,4105N 08319W,41.00144,-83.32298,America/New_York,2017-05-23
Adrian,OR,US,USUAO,UAO,Adrian,,43.74072,-117.07183,America/Boise,2017-03-09
Adrian,PA,US,USAD9,AD9,Adrian,4053N 07932W,40.88479,-79.53782,America/New_York,2017-05-23
Adrian,TX,US,US5AN,5AN,Adrian,3516N 10239W,35.27478,-102.66521,America/Chicago,2017-03-09
Adrian,WV,US,USAR8,AR8,Adrian,3854N 08016W,38.90538,-80.27564,America/New_York,2006-01-15
Advance,IN,US,USA2D,A2D,Advance,3959N 08637W,39.99588,-86.62,America/Indiana/Indianapolis,2017-05-23
Advance,MO,US,USAVX,AVX,Advance,3706N 08954W,37.10455,-89.90953,America/Chicago,2017-05-23
Advance,NC,US,USUAR,UAR,Advance,,35.94125,-80.40921999999999,America/New_York,2017-05-23
Aesch,BL,CH,CHAES,AES,Aesch,4728N 00736E,47.47104,7.5973,Europe/Zurich,2013-02-28
Aesch,LU,CH,CHABL,ABL,Aesch,4716N 00815E,47.256370000000004,8.2409,Europe/Zurich,2014-03-29
Aeugst am Albis,ZH,CH,CHXRE,XRE,Aeugst am Albis,4716N 00829E,47.27541,8.4897,Europe/Zurich,2017-07-26
Affeltrangen,TG,CH,CHAFF,AFF,Affeltrangen,4731N 00902E,47.52581,9.03307,Europe/Zurich,2015-09-06
Affoltern am Albis,ZH,CH,CHAFT,AFT,Affoltern am Albis,4717N 00826E,47.277429999999995,8.45128,Europe/Zurich,2019-09-11
Affoltern im Emmental,BE,CH,CHAIE,AIE,Affoltern im Emmental,4704N 00744E,47.06496,7.73395,Europe/Zurich,2017-07-04
Affton,MO,US,USAFF,AFF,Affton,3833N 09019W,38.55061,-90.33317,America/Chicago,2017-05-23
Afognak,AK,US,USAFK,AFK,Afognak,5800N 15246W,58.006730000000005,-152.77665,America/Anchorage,2015-10-01
Afton,IA,US,USAF5,AF5,Afton,4101N 09411W,41.029990000000005,-94.19745,America/Chicago,2017-05-23
Afton,MI,US,USAF9,AF9,Afton,4522N 08429W,45.3739,-84.4967,America/Detroit,2017-05-23
Afton,MN,US,USFJT,FJT,Afton,4454N 09247W,44.90275,-92.78354,America/Chicago,2017-05-23
Afton,OK,US,USAS7,AS7,Afton,3641N 09457W,36.693690000000004,-94.96302,America/Chicago,2017-09-23
Afton,TN,US,USAFT,AFT,Afton,,36.19399,-82.73876,America/New_York,2006-01-15
Afton,VA,US,USAFQ,AFQ,Afton,,37.389590000000005,-77.48470999999999,America/New_York,2006-01-15
Afton,WY,US,USAFO,AFO,Afton,,42.72493,-110.93186999999999,America/Denver,2017-03-09
Agawam,MA,US,USXBL,XBL,Agawam,,42.06954,-72.61480999999999,America/New_York,2017-05-23
Agno,TI,CH,CHAGO,AGO,Agno,4559N 00851E,45.99863,8.9003,Europe/Zurich,2019-09-11
Agoura,CA,US,USUAX,UAX,Agoura,,34.14306,-118.73787,America/Los_Angeles,2006-01-15
Agoura Hills,CA,US,USAGH,AGH,Agoura Hills,3409N 11847W,34.136390000000006,-118.77453,America/Los_Angeles,2017-03-09
Agua Dulce,CA,US,USA2G,A2G,Agua Dulce,3429N 11819W,34.49638,-118.32563,America/Los_Angeles,2011-05-14
Agua Dulce,TX,US,UST7X,T7X,Agua Dulce,2746N 09754W,27.78169,-97.90861,America/Chicago,2017-03-09
Aguanga,CA,US,USGKG,GKG,Aguanga,3326N 11651W,33.442809999999994,-116.86502,America/Los_Angeles,2011-05-14
Ahoskie,NC,US,USAHE,AHE,Ahoskie,3617N 07700W,36.28682,-76.98468000000001,America/New_York,2017-05-23
Ahsahka,ID,US,USAH2,AH2,Ahsahka,4630N 11619W,46.50212,-116.32403000000001,America/Los_Angeles,2006-01-15
Aigle,VD,CH,CHAIG,AIG,Aigle,4619N 00658E,46.3181,6.96457,Europe/Zurich,2014-03-06
Aiken,SC,US,USAIK,AIK,Aiken,,33.56042,-81.71955,America/New_York,2017-03-09
Ailey,GA,US,USYAY,YAY,Ailey,3211N 08234W,32.1874,-82.56569,America/New_York,2017-03-09
Ainsworth,NE,US,USAW2,AW2,Ainsworth,4233N 09952W,42.545,-99.86151,America/Chicago,2017-05-23
Airmont,NY,US,USA2M,A2M,Airmont,4106N 07407W,41.10093,-74.11625,America/New_York,2017-05-23
Airolo,TI,CH,CHAIR,AIR,Airolo,4632N 00836E,46.52855,8.611889999999999,Europe/Zurich,2016-08-03
Airway Heights,WA,US,USAYH,AYH,Airway Heights,4739N 11735W,47.64461,-117.59326999999999,America/Los_Angeles,2017-03-09
Aitkin,MN,US,USKN9,KN9,Aitkin,4631N 09342W,46.53301,-93.71025,America/Chicago,2017-05-23
Aja,47,JP,JPAJX,AJX,Aja,,26.23767,127.69136,Asia/Tokyo,2017-11-09
Ajo,AZ,US,USAJ9,AJ9,Ajo,3222N 11251W,32.37172,-112.86071000000001,America/Phoenix,2011-05-14
Akers,LA,US,USAKQ,AKQ,Akers,3017N 09024W,30.2902,-90.40175,America/Chicago,2006-01-15
Akhiok,AK,US,USAKK,AKK,Akhiok,,56.94556,-154.17028,America/Anchorage,2017-03-09
Akiachak,AK,US,USKKI,KKI,Akiachak,,60.909440000000004,-161.43139,America/Anchorage,2011-05-14
Akiak,AK,US,USAKI,AKI,Akiak,,60.91222,-161.21389,America/Anchorage,2017-03-09
Akjoujt,,MR,MRAJJ,AJJ,Akjoujt,,19.75,-14.366670000000001,Africa/Nouakchott,2006-10-29
Akron,CO,US,USAKO,AKO,Akron,,40.160540000000005,-103.21438,America/Denver,2017-03-09
Akron,IA,US,USAK5,AK5,Akron,4249N 09633W,42.82888,-96.55948000000001,America/Chicago,2017-05-23
Akron,IN,US,USAKC,AKC,Akron,4102N 08602W,41.03838,-86.02805,America/Indiana/Indianapolis,2017-05-23
Akron,MI,US,USAKA,AKA,Akron,4334N 08331W,43.56808,-83.51413000000001,America/Detroit,2017-05-23
Akron,NY,US,USAKR,AKR,Akron,,43.02089,-78.4953,America/New_York,2017-05-23
Akron,OH,US,USAKH,AKH,Akron,4104N 08132W,41.08144,-81.51901,America/New_York,2017-05-23
Akron,PA,US,USARN,ARN,Akron,,40.15676,-76.20217,America/New_York,2017-05-23
Akutan,AK,US,USKQA,KQA,Akutan,5408N 16546W,54.1335,-165.77686,America/Anchorage,2017-05-04
Al Muharraq,15,BH,BHGBQ,GBQ,Al Muharraq,2615N 05036E,26.25722,50.611940000000004,Asia/Bahrain,2019-06-17
Alabama,NY,US,USA9L,A9L,Alabama,4305N 07823W,43.09645,-78.39086,America/New_York,2017-05-23
Alabama City,AL,US,USZAC,ZAC,Alabama City,3401N 08402W,34.02232,-86.04553,America/Chicago,2010-02-14
Alabaster,AL,US,USLBA,LBA,Alabaster,3314N 08648W,33.244279999999996,-86.81638000000001,America/Chicago,2017-03-09
Alachua,FL,US,USAHU,AHU,Alachua,2947N 08229W,29.75163,-82.42483,America/New_York,2019-12-13
Aladdin,WY,US,USDNJ,DNJ,Aladdin,4438N 10410W,44.639990000000004,-104.18355,America/Denver,2006-01-15
Alakanuk,AK,US,USAUK,AUK,Alakanuk,,62.68889,-164.61528,America/Nome,2017-03-09
Alamance,NC,US,USAMC,AMC,Alamance,,36.035140000000006,-79.48585,America/New_York,2017-03-09
Alameda,CA,US,USNGZ,NGZ,Alameda,,37.770990000000005,-122.26087,America/Los_Angeles,2020-01-14
Alamo,CA,US,USUBB,UBB,Alamo,,37.8502,-122.03218000000001,America/Los_Angeles,2011-05-14
Alamo,NV,US,USAM8,AM8,Alamo,3721N 11509W,37.364959999999996,-115.16446,America/Los_Angeles,2011-05-14
Alamo,TN,US,USAMT,AMT,Alamo,,35.78479,-89.11729,America/Chicago,2017-03-09
Alamo,TX,US,USAMO,AMO,Alamo,,26.18369,-98.12306,America/Chicago,2017-03-09
Alamogordo,NM,US,USALM,ALM,Alamogordo,3253N 10557W,32.89953,-105.96027,America/Denver,2017-03-09
Alamosa,CO,US,USALS,ALS,Alamosa,,37.46945,-105.87002,America/Denver,2017-03-09
Alanson,MI,US,USYAN,YAN,Alanson,4526N 08447W,45.444179999999996,-84.78671,America/Detroit,2017-05-23
Alba,MI,US,USTLB,TLB,Alba,4458N 08458W,44.97473,-84.96866,America/Detroit,2017-05-23
Alba,TX,US,USXAB,XAB,Alba,3248N 09538W,32.7929,-95.6344,America/Chicago,2017-03-09
Albany,CA,US,USALA,ALA,Albany,,37.88687,-122.29775,America/Los_Angeles,2017-03-09
Albany,GA,US,USABY,ABY,Albany,,31.578509999999998,-84.15574000000001,America/New_York,2017-03-09
Albany,IL,US,USAJB,AJB,Albany,4147N 09013W,41.78947,-90.21929,America/Chicago,2017-05-23
Albany,IN,US,USAB5,AB5,Albany,4018N 08515W,40.30088,-85.24191,America/Indiana/Indianapolis,2017-05-23
Albany,KY,US,USAY9,AY9,Albany,3641N 08508W,36.6909,-85.13468,America/Chicago,2017-03-09
Albany,LA,US,USA7Y,A7Y,Albany,3030N 09035W,30.50436,-90.58230999999999,America/Chicago,2017-03-09
Albany,MN,US,USAL2,AL2,Albany,4537N 09434W,45.62996,-94.57,America/Chicago,2017-05-23
Albany,MO,US,US5BN,5BN,Albany,4014N 09419W,39.22334,-94.11328,America/Chicago,2017-05-23
Albany,NY,US,USALB,ALB,Albany,,42.65258,-73.75623,America/New_York,2019-09-05
Albany,OH,US,USUBA,UBA,Albany,,39.22757,-82.20237,America/New_York,2017-05-23
Albany,OR,US,USAYK,AYK,Albany,4438N 12306W,44.636509999999994,-123.10593,America/Los_Angeles,2017-03-09
Albany,TX,US,USUBE,UBE,Albany,,32.72345,-99.2973,America/Chicago,2017-03-09
Albany,VT,US,USAYX,AYX,Albany,4443N 07222W,44.73088,-72.37983,America/New_York,2017-05-23
Albany,WI,US,USAYW,AYW,Albany,4242N 08926W,42.70778,-89.43706,America/Chicago,2017-05-23
Albany,WY,US,USAB2,AB2,Albany,4111N 10608W,41.18414,-106.13196,America/Denver,2011-05-14
Albemarle,NC,US,USUAD,UAD,Albemarle,,35.6115,-82.54263,America/New_York,2017-05-23
Albers,IL,US,USLXR,LXR,Albers,3832N 08936W,38.54338,-89.61231,America/Chicago,2017-05-23
Alberswil,LU,CH,CHALZ,ALZ,Alberswil,4709N 00800E,47.14998,8.00313,Europe/Zurich,2014-03-29
Albert Lea,MN,US,USAEL,AEL,Albert Lea,,43.64857,-93.36243,America/Chicago,2017-05-23
Alberta,AL,US,USA8A,A8A,Alberta,3213N 08724W,32.23209,-87.41,America/Chicago,2006-01-15
Albertson,NY,US,USOBQ,OBQ,Albertson,4046N 07338W,40.77343,-73.64318,America/New_York,2017-05-23
Albertville,AL,US,USABV,ABV,Albertville,,34.26783,-86.20878,America/Chicago,2017-04-08
Albertville,MN,US,USALV,ALV,Albertville,,45.23774,-93.65441,America/Chicago,2017-05-23
Albia,IA,US,USAL6,AL6,Albia,4101N 09248E,41.03001,-92.81130999999999,America/Chicago,2017-05-23
Albin,WY,US,USAQI,AQI,Albin,4125N 10406W,41.417759999999994,-104.09829,America/Denver,2017-03-09
Albion,IA,US,USAB7,AB7,Albion,4206N 09259W,42.11249,-92.98853000000001,America/Chicago,2017-05-23
Albion,ID,US,USAN5,AN5,Albion,4225N 11335W,42.412690000000005,-113.57806000000001,America/Boise,2017-03-09
Albion,IL,US,USAOB,AOB,Albion,,38.37755,-88.05615,America/Chicago,2017-03-09
Albion,IN,US,USYAB,YAB,Albion,4124N 08525W,38.74367,-85.73413000000001,America/Indiana/Indianapolis,2017-05-23
Albion,ME,US,USAO7,AO7,Albion,4431N 06926W,44.53229,-69.44254000000001,America/New_York,2017-05-23
Albion,MI,US,USAOX,AOX,Albion,4214N 08445W,42.2431,-84.75303000000001,America/Detroit,2017-05-23
Albion,NE,US,USAB8,AB8,Albion,4141N 09800W,41.695840000000004,-98.00423,America/Chicago,2010-02-20
Albion,NY,US,USAON,AON,Albion,,43.24645,-78.19363,America/New_York,2017-05-23
Alborn,MN,US,USAO9,AO9,Alborn,4658N 09234W,46.973,-92.57603,America/Chicago,2017-05-23
Albright,WV,US,USQQE,QQE,Albright,3929N 07938W,39.49398,-79.64283,America/New_York,2017-03-09
Albrightsville,PA,US,USAB6,AB6,Albrightsville,4101N 07536W,41.01453,-75.60101999999999,America/New_York,2017-05-23
Albuquerque,NM,US,USABQ,ABQ,Albuquerque,,35.08449,-106.65113999999998,America/Denver,2018-01-26
Alburg,VT,US,USALR,ALR,Alburg,4458N 07318W,44.97504,-73.30013000000001,America/New_York,2017-05-23
Alburnett,IA,US,USEUZ,EUZ,Alburnett,4208N 09137W,42.14833,-91.61851,America/Chicago,2017-05-23
Alburtis,PA,US,USALU,ALU,Alburtis,,40.51093,-75.60297,America/New_York,2017-05-23
Alcalde,NM,US,USXAC,XAC,Alcalde,3605N 10603W,36.08891,-106.05363,America/Denver,2011-05-14
Alcan,AK,US,USZAK,ZAK,Alcan,6243N 14111W,62.72306,-141.18806,America/Anchorage,2010-01-30
Alcester,SD,US,USALJ,ALJ,Alcester,4301N 09638W,43.02138,-96.63087,America/Chicago,2017-05-23
Alcoa,TN,US,USACO,ACO,Alcoa,,35.78953,-83.97379000000001,America/New_York,2017-03-09
Alda,NE,US,USAD4,AD4,Alda,4052N 09828W,40.86918,-98.4684,America/Chicago,2017-05-23
Aldan,PA,US,US2AD,2AD,Aldan,3955N 07517W,39.9215,-75.28796,America/New_York,2017-05-23
Alden,IA,US,USEDH,EDH,Alden,4231N 09322W,42.52026,-93.37604,America/Chicago,2017-05-23
Alden,MN,US,USDNF,DNF,Alden,4340N 09335W,43.67023,-93.57605,America/Chicago,2017-05-23
Alden,NY,US,USYLF,YLF,Alden,4254N 07830W,42.900059999999996,-78.49197,America/New_York,2017-05-23
Alder,MT,US,USA75,A75,Alder,4519N 11206W,45.323809999999995,-112.10721000000001,America/Denver,2011-05-14
Aldie,VA,US,USAL7,AL7,Aldie,3858N 07738W,38.97567,-77.64138,America/New_York,2010-02-18
Aldine,TX,US,USAD8,AD8,Aldine,2955N 09522W,29.93245,-95.38020999999999,America/Chicago,2011-05-14
Aledo,IL,US,USAD5,AD5,Aledo,4111N 09044W,41.19976,-90.74931,America/Chicago,2017-05-23
Aledo,TX,US,USAQD,AQD,Aledo,3242N 09736W,32.69596,-97.60225,America/Chicago,2017-03-09
Aleknagik,AK,US,USWKK,WKK,Aleknagik,,59.27306,-158.61778,America/Anchorage,2017-03-09
Aleneva,AK,US,USAED,AED,Aleneva,,58.06,-152.90972,America/Anchorage,2020-04-03
Alexander,AR,US,USYAX,YAX,Alexander,3437N 09226W,34.629540000000006,-92.44126999999999,America/Chicago,2017-05-23
Alexander,IA,US,USAEX,AEX,Alexander,4248N 09328W,42.8058,-93.47659,America/Chicago,2017-05-23
Alexander,IL,US,USZXA,ZXA,Alexander,3943N 09002W,39.72449,-90.03817,America/Chicago,2006-01-15
Alexander,ND,US,USAKX,AKX,Alexander,4750N 10338W,47.84308,-103.6427,America/Chicago,2017-05-23
Alexander,NY,US,USA37,A37,Alexander,4254N 07815W,42.90117,-78.25668,America/New_York,2017-05-23
Alexander City,AL,US,USALX,ALX,Alexander City,,32.94401,-85.95385,America/Chicago,2017-03-09
Alexandria,IN,US,USAXD,AXD,Alexandria,,40.26282,-85.67581,America/Indiana/Indianapolis,2017-05-23
Alexandria,KY,US,USAXP,AXP,Alexandria,3857N 08423W,38.959509999999995,-84.38799,America/New_York,2017-03-09
Alexandria,LA,US,USESF,ESF,Alexandria,,31.311290000000003,-92.44514000000001,America/Chicago,2017-03-09
Alexandria,MN,US,USAXN,AXN,Alexandria,,45.88524,-95.37754,America/Chicago,2017-05-23
